Cpd,Mass,Avg Mass,RT,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
1978,10305.4417,10310.1584,12.296,970506,80,935.8491,TRUE,Cpd 1978: 12.296,0.0411,936.2126,Negative,-4,-11,12.126,12.484,7397,0.139,0.1,45,4,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1975,10304.4669,10310.0637,12.294,393740,80,1471.061,TRUE,Cpd 1975: 12.294,0.0134,1471.9164,Negative,-7,-8,12.135,12.46,4414,0.154,0.04,23,2,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1977,10302.4761,10309.8648,12.295,480700,80,1029.2399,TRUE,Cpd 1977: 12.295,0.0062,1030.0361,Negative,-9,-10,12.135,12.476,4800,0.144,0.05,29,2,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1984,10301.4793,10309.2513,12.297,4258255,80,734.8101,TRUE,Cpd 1984: 12.297,0.0605,735.3806,Negative,-11,-14,12.076,12.484,43616,0.144,0.45,52,4,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1914,10300.4498,10304.3397,11.603,300416,80,791.3348,TRUE,Cpd 1914: 11.603,0.0324,791.641,Negative,-8,-13,11.452,11.718,4004,0.098,0.03,40,5,,451,10,NZ_180830_s31.d,Find by Molecular Feature
2001,10300.3938,10309.5181,12.3,5109018,80,685.6856,TRUE,Cpd 2001: 12.300,,686.2882,Negative,-15,-15,12.06,12.501,88470,0.142,0.54,16,1,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1916,10299.455,10304.3525,11.604,689944,80,685.6231,TRUE,Cpd 1916: 11.604,,685.9544,Negative,-15,-15,11.435,11.76,17742,0.11,0.07,12,1,,451,10,NZ_180830_s31.d,Find by Molecular Feature
2012,10283.489,10288.7856,12.301,46623372,100,684.5591,TRUE,Cpd 2012: 12.301,0.0142,684.8223,Negative,-10,-15,11.96,12.593,594007,0.131,4.96,99,6,,466,42,NZ_180830_s31.d,Find by Molecular Feature
2008,10194.4385,10198.9101,12.301,167203,80,727.1669,TRUE,Cpd 2008: 12.301,,727.3057,Negative,-14,-14,12.085,12.41,3727,0.125,0.02,12,1,,466,42,NZ_180830_s31.d,Find by Molecular Feature
2018,10170.369,10176.1225,12.304,859297,80,725.4478,TRUE,Cpd 2018: 12.304,0.0376,725.7348,Negative,-12,-14,12.093,12.518,23093,0.094,0.09,27,2,,467,5,NZ_180830_s31.d,Find by Molecular Feature
1983,10169.3998,10175.4484,12.297,846867,80,676.9523,TRUE,Cpd 1983: 12.297,0.0384,677.3524,Negative,-13,-15,12.068,12.451,14561,0.114,0.09,29,2,,466,42,NZ_180830_s31.d,Find by Molecular Feature
2010,10166.4167,10168.0764,12.301,55609,80,725.1653,TRUE,Cpd 2010: 12.301,,725.3042,Negative,-14,-14,12.176,12.501,3373,0.121,0.01,4,1,,466,42,NZ_180830_s31.d,Find by Molecular Feature
2013,10148.4106,10153.5367,12.302,4677522,100,723.8779,TRUE,Cpd 2013: 12.302,0.0231,724.164,Negative,-13,-15,12.101,12.476,83140,0.086,0.5,44,3,,466,42,NZ_180830_s31.d,Find by Molecular Feature
2007,10037.3334,10041.1204,12.3,160424,80,715.9451,TRUE,Cpd 2007: 12.300,,716.1608,Negative,-14,-14,12.201,12.376,7923,0.069,0.02,9,1,,466,42,NZ_180830_s31.d,Find by Molecular Feature
2019,10036.3398,10041.2539,12.304,104931,80,771.0189,TRUE,Cpd 2019: 12.304,,771.4061,Negative,-13,-13,12.21,12.451,4282,0.076,0.01,13,1,,467,5,NZ_180830_s31.d,Find by Molecular Feature
2015,10014.346,10018.8721,12.302,131924,80,769.327,TRUE,Cpd 2015: 12.302,,769.5583,Negative,-13,-13,12.218,12.393,5639,0.062,0.01,12,1,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1994,10013.2713,10018.6095,12.299,293837,80,714.2264,TRUE,Cpd 1994: 12.299,,714.5165,Negative,-14,-14,12.151,12.435,14202,0.067,0.03,15,1,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1970,9978.4571,9981.9308,12.262,180839,80,664.222,TRUE,Cpd 1970: 12.262,0.0372,664.4871,Negative,-10,-15,12.101,12.435,3780,0.117,0.02,24,3,,464,3,NZ_180830_s31.d,Find by Molecular Feature
1971,9977.4839,9982.1416,12.268,623170,80,711.5918,TRUE,Cpd 1971: 12.268,,712.0221,Negative,-14,-14,12.01,12.451,16448,0.124,0.07,12,1,,464,3,NZ_180830_s31.d,Find by Molecular Feature
1969,9974.8424,9982.167,12.26,200245,80,830.2296,TRUE,Cpd 1969: 12.260,,830.8604,Negative,-12,-12,12.143,12.418,5127,0.119,0.02,15,1,,464,3,NZ_180830_s31.d,Find by Molecular Feature
2021,9879.3251,9885.9383,12.319,170604,80,704.6588,TRUE,Cpd 2021: 12.319,,705.1588,Negative,-14,-14,12.143,12.534,3159,0.13,0.02,14,1,,468,1,NZ_180830_s31.d,Find by Molecular Feature
1871,9877.3232,9878.1808,11.147,6124,97.2,1410.0389,TRUE,Cpd 1871: 11.147,,1410.0389,Negative,-7,-7,11.111,11.211,724,0.069,0,3,1,,442,12,NZ_180830_s31.d,Find by Molecular Feature
1878,9874.3097,9875.8501,11.153,12589,80.4,1096.1382,TRUE,Cpd 1878: 11.153,,1096.2445,Negative,-9,-9,11.094,11.211,830,0.071,0,4,1,,442,12,NZ_180830_s31.d,Find by Molecular Feature
1873,9873.3161,9876.5021,11.151,275781,80,657.2144,TRUE,Cpd 1873: 11.151,0.0295,657.4799,Negative,-10,-15,11.036,11.327,5242,0.105,0.03,28,4,,442,12,NZ_180830_s31.d,Find by Molecular Feature
2029,9695.3516,9698.6541,12.378,50556,80,880.3869,TRUE,Cpd 2029: 12.378,0.0487,880.752,Negative,-10,-11,12.218,12.476,1407,0.083,0.01,15,2,,470,5,NZ_180830_s31.d,Find by Molecular Feature
2027,9692.4202,9698.8118,12.375,545612,80,744.5628,TRUE,Cpd 2027: 12.375,0.0112,745.0204,Negative,-13,-14,12.185,12.593,6106,0.133,0.06,29,2,,470,5,NZ_180830_s31.d,Find by Molecular Feature
2033,9673.3765,9676.6906,12.387,141782,80,1073.8112,TRUE,Cpd 2033: 12.387,0.0241,1074.2573,Negative,-6,-9,12.31,12.484,2411,0.078,0.02,29,4,,471,4,NZ_180830_s31.d,Find by Molecular Feature
1968,9673.3371,9676.665,12.254,78933,93.8,805.1042,TRUE,Cpd 1968: 12.254,,805.441,Negative,-12,-12,12.143,12.293,3141,0.08,0.01,8,1,,463,1,NZ_180830_s31.d,Find by Molecular Feature
2026,9672.399,9677.1296,12.374,3477942,94.8,743.025,TRUE,Cpd 2026: 12.374,0.0234,743.3299,Negative,-9,-14,12.168,12.584,32252,0.115,0.37,65,6,,470,5,NZ_180830_s31.d,Find by Molecular Feature
1823,9650.319,9654.7652,11.011,58855,80,2411.5725,TRUE,Cpd 1823: 11.011,,2412.8385,Negative,-4,-4,10.886,11.111,1339,0.117,0.01,10,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1896,9632.2045,9634.55,11.2,98709,92.4,687.0073,TRUE,Cpd 1896: 11.200,,687.079,Negative,-14,-14,11.036,11.352,4029,0.132,0.01,7,1,,447,2,NZ_180830_s31.d,Find by Molecular Feature
1799,9629.3982,9632.5574,11.009,72658,80,1924.8703,TRUE,Cpd 1799: 11.009,0.0274,1925.474,Negative,-5,-6,10.927,11.102,1943,0.084,0.01,14,2,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1805,9628.3343,9632.8054,11.009,68370,80,2406.0763,TRUE,Cpd 1805: 11.009,,2407.093,Negative,-4,-4,10.877,11.127,1673,0.115,0.01,10,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1898,9608.2686,9611.8185,11.211,761347,90.6,685.2986,TRUE,Cpd 1898: 11.211,0.0575,685.5089,Negative,-7,-14,10.936,11.369,14161,0.132,0.08,41,6,,448,3,NZ_180830_s31.d,Find by Molecular Feature
1900,9607.1783,9612.0364,11.217,510954,80,799.5954,TRUE,Cpd 1900: 11.217,0.0723,799.9276,Negative,-12,-15,11.027,11.369,7004,0.12,0.05,23,2,,448,3,NZ_180830_s31.d,Find by Molecular Feature
1899,9606.3414,9611.8759,11.214,671095,80,737.9421,TRUE,Cpd 1899: 11.214,,738.3948,Negative,-13,-13,11.019,11.352,15335,0.122,0.07,15,1,,448,3,NZ_180830_s31.d,Find by Molecular Feature
1816,9592.2672,9596.4158,11.01,87721,80,2397.0595,TRUE,Cpd 1816: 11.010,,2398.0523,Negative,-4,-4,10.828,11.152,1827,0.177,0.01,8,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1817,9573.2536,9575.974,11.01,197279,100,2392.3061,TRUE,Cpd 1817: 11.010,,2392.8062,Negative,-4,-4,10.811,11.161,3916,0.167,0.02,8,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1765,9572.2234,9575.0476,11.004,81603,80,1366.4586,TRUE,Cpd 1765: 11.004,0.046,1366.8839,Negative,-7,-8,10.853,11.152,1660,0.127,0.01,13,2,,432,14,NZ_180830_s31.d,Find by Molecular Feature
1836,9571.2673,9572.6115,11.013,166113,80,1913.2438,TRUE,Cpd 1836: 11.013,0.0095,1914.0443,Negative,-4,-9,10.794,11.152,1921,0.12,0.02,29,4,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1918,9563.7643,9568.6348,11.605,306428,80,734.6669,TRUE,Cpd 1918: 11.605,,734.9518,Negative,-13,-13,11.427,11.76,8791,0.108,0.03,15,1,,451,10,NZ_180830_s31.d,Find by Molecular Feature
1870,9558.2727,9559.5026,11.116,22013,90.9,1193.778,TRUE,Cpd 1870: 11.116,0.0169,1193.8989,Negative,-7,-8,11.069,11.277,961,0.099,0,7,2,,441,1,NZ_180830_s31.d,Find by Molecular Feature
1844,9551.2438,9554.3716,11.017,763939,100,794.9297,TRUE,Cpd 1844: 11.017,,795.0956,Negative,-12,-12,10.828,11.186,15683,0.162,0.08,11,1,,434,12,NZ_180830_s31.d,Find by Molecular Feature
1846,9550.2515,9554.4028,11.017,1319025,100,733.6275,TRUE,Cpd 1846: 11.017,,733.8565,Negative,-13,-13,10.778,11.294,21347,0.174,0.14,13,1,,434,12,NZ_180830_s31.d,Find by Molecular Feature
1810,9548.2595,9554.8193,11.009,5369532,80,635.5432,TRUE,Cpd 1810: 11.009,0.0202,636.0081,Negative,-6,-15,10.744,11.211,52833,0.157,0.57,52,4,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1779,9547.2966,9553.6073,11.007,541303,80,1362.894,TRUE,Cpd 1779: 11.007,0.0308,1363.8885,Negative,-5,-7,10.819,11.186,6571,0.139,0.06,26,2,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1752,9546.2652,9551.0164,10.994,332259,80,1192.2751,TRUE,Cpd 1752: 10.994,0.015,1193.1508,Negative,-7,-8,10.711,11.194,6568,0.168,0.04,18,2,,431,8,NZ_180830_s31.d,Find by Molecular Feature
1761,9545.284,9553.1954,11.004,428701,80,953.5211,TRUE,Cpd 1761: 11.004,,954.3172,Negative,-10,-10,10.786,11.227,7896,0.173,0.05,15,1,,432,14,NZ_180830_s31.d,Find by Molecular Feature
1768,9543.2666,9552.7605,11.005,1870008,80,680.6546,TRUE,Cpd 1768: 11.005,,681.2959,Negative,-14,-14,10.778,11.319,23945,0.167,0.2,19,1,,432,14,NZ_180830_s31.d,Find by Molecular Feature
1726,9530.2851,9531.2811,10.892,65631,87,1360.462,TRUE,Cpd 1726: 10.892,,1360.6044,Negative,-7,-7,10.778,10.927,5680,0.072,0.01,3,1,,424,4,NZ_180830_s31.d,Find by Molecular Feature
1800,9527.2763,9531.962,11.009,31633052,97.7,634.1452,TRUE,Cpd 1800: 11.009,0.0402,634.4107,Negative,-10,-15,10.744,11.286,217977,0.155,3.36,83,6,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1979,9516.616,9519.2801,12.297,121509,95.5,678.751,TRUE,Cpd 1979: 12.297,,678.8182,Negative,-14,-14,12.126,12.426,3890,0.131,0.01,8,1,,466,42,NZ_180830_s31.d,Find by Molecular Feature
1760,9433.2654,9439.6701,11.003,175996,83,672.7974,TRUE,Cpd 1760: 11.003,,673.2949,Negative,-14,-14,10.819,11.194,3424,0.123,0.02,14,1,,432,14,NZ_180830_s31.d,Find by Molecular Feature
1835,9414.1444,9419.4043,11.012,1165733,90,671.4306,TRUE,Cpd 1835: 11.012,0.0518,671.7216,Negative,-13,-14,10.786,11.261,16503,0.109,0.12,28,2,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1809,9413.1911,9418.9916,11.009,1363478,80,626.5383,TRUE,Cpd 1809: 11.009,0.1199,626.9398,Negative,-12,-15,10.819,11.202,28967,0.112,0.14,28,2,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1822,9392.2411,9397.0189,11.01,8900815,100,625.142,TRUE,Cpd 1822: 11.010,0.0191,625.407,Negative,-11,-15,10.828,11.211,149701,0.1,0.95,55,4,,433,68,NZ_180830_s31.d,Find by Molecular Feature
2043,9350.306,9352.9073,12.463,39413,85.5,849.0203,TRUE,Cpd 2043: 12.463,0.0117,849.3868,Negative,-4,-11,12.393,12.543,1424,0.082,0,12,2,,473,4,NZ_180830_s31.d,Find by Molecular Feature
2042,9347.3495,9353.3654,12.462,275497,80,718.0196,TRUE,Cpd 2042: 12.462,,718.4784,Negative,-13,-13,12.251,12.609,6834,0.131,0.03,13,1,,473,4,NZ_180830_s31.d,Find by Molecular Feature
2040,9328.337,9331.6605,12.458,293087,80,620.8817,TRUE,Cpd 2040: 12.458,0.0207,621.0823,Negative,-5,-15,12.226,12.709,6230,0.111,0.03,32,5,,473,4,NZ_180830_s31.d,Find by Molecular Feature
2041,9327.335,9332.0642,12.461,2317118,100,716.4812,TRUE,Cpd 2041: 12.461,0.0358,716.7881,Negative,-10,-14,12.251,12.643,35628,0.118,0.25,62,5,,473,4,NZ_180830_s31.d,Find by Molecular Feature
1886,9325.1861,9329.4152,11.163,347635,80,776.0914,TRUE,Cpd 1886: 11.163,0.0149,776.2554,Negative,-4,-12,10.936,11.286,6963,0.105,0.04,37,5,,443,4,NZ_180830_s31.d,Find by Molecular Feature
1884,9324.1845,9328.1543,11.16,122001,80,846.6472,TRUE,Cpd 1884: 11.160,0.0481,847.007,Negative,-7,-11,11.027,11.319,2466,0.088,0.01,25,3,,443,4,NZ_180830_s31.d,Find by Molecular Feature
1881,9321.1555,9327.7875,11.155,348191,80,664.7895,TRUE,Cpd 1881: 11.155,,665.2192,Negative,-14,-14,10.911,11.352,8225,0.129,0.04,15,1,,442,12,NZ_180830_s31.d,Find by Molecular Feature
1885,9320.1809,9327.7006,11.161,511925,80,715.9297,TRUE,Cpd 1885: 11.161,,716.467,Negative,-13,-13,10.944,11.402,13767,0.112,0.05,15,1,,443,4,NZ_180830_s31.d,Find by Molecular Feature
1887,9303.1944,9305.8546,11.168,93533,92.9,1549.5265,TRUE,Cpd 1887: 11.168,0.0135,1549.862,Negative,-4,-6,11.094,11.252,2089,0.083,0.01,18,3,,444,7,NZ_180830_s31.d,Find by Molecular Feature
1883,9302.2,9306.7026,11.159,5593042,100,714.5462,TRUE,Cpd 1883: 11.159,0.0161,714.8532,Negative,-7,-14,10.869,11.369,66127,0.107,0.59,85,8,,443,4,NZ_180830_s31.d,Find by Molecular Feature
1849,9279.1508,9284.336,11.021,439620,80,661.7892,TRUE,Cpd 1849: 11.021,,662.148,Negative,-14,-14,10.861,11.177,10264,0.121,0.05,10,1,,434,12,NZ_180830_s31.d,Find by Molecular Feature
1829,9258.2507,9261.8328,11.011,568583,81.5,660.2963,TRUE,Cpd 1829: 11.011,,660.4332,Negative,-14,-14,10.844,11.244,20018,0.099,0.06,11,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1819,9257.1736,9262.1612,11.01,417080,87.4,711.0827,TRUE,Cpd 1819: 11.010,0.0253,711.3896,Negative,-12,-13,10.836,11.202,9537,0.097,0.04,23,2,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1737,9222.2324,9225.8211,10.939,1132762,97.4,708.3948,TRUE,Cpd 1737: 10.939,0.0231,708.6254,Negative,-7,-15,10.711,11.177,27140,0.125,0.12,29,4,,426,4,NZ_180830_s31.d,Find by Molecular Feature
1734,9221.2283,9225.6495,10.932,664548,80,767.4289,TRUE,Cpd 1734: 10.932,0.023,767.7623,Negative,-9,-12,10.694,11.127,15258,0.102,0.07,37,4,,426,4,NZ_180830_s31.d,Find by Molecular Feature
1736,9220.1765,9225.5025,10.935,729352,80,657.5768,TRUE,Cpd 1736: 10.935,,657.8664,Negative,-14,-14,10.728,11.127,18734,0.125,0.08,11,1,,426,4,NZ_180830_s31.d,Find by Molecular Feature
1782,9213.1318,9216.9203,11.007,54474,80,707.6952,TRUE,Cpd 1782: 11.007,,708.0838,Negative,-13,-13,10.786,11.094,5828,0.098,0.01,7,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1882,9167.1305,9171.0125,11.156,155948,80,704.1566,TRUE,Cpd 1882: 11.156,,704.4551,Negative,-13,-13,11.086,11.277,5249,0.096,0.02,9,1,,442,12,NZ_180830_s31.d,Find by Molecular Feature
1842,9146.1975,9150.0878,11.015,148999,80,702.5468,TRUE,Cpd 1842: 11.015,0.0186,702.7739,Negative,-12,-13,10.861,11.177,3521,0.099,0.02,20,2,,434,12,NZ_180830_s31.d,Find by Molecular Feature
1834,9145.1027,9149.989,11.012,126992,80,652.2143,TRUE,Cpd 1834: 11.012,,652.4297,Negative,-14,-14,10.886,11.161,3906,0.094,0.01,10,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1777,9123.0884,9126.2807,11.007,70048,80,650.6419,TRUE,Cpd 1777: 11.007,,650.8576,Negative,-14,-14,10.894,11.127,3532,0.078,0.01,7,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1778,9121.9775,9125.9951,11.007,72615,80,700.6833,TRUE,Cpd 1778: 11.007,,701.0812,Negative,-13,-13,10.927,11.102,4997,0.074,0.01,8,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1880,9115.6598,9118.6064,11.155,76630,94.6,758.631,TRUE,Cpd 1880: 11.155,,758.7078,Negative,-12,-12,11.036,11.269,2747,0.104,0.01,10,1,,442,12,NZ_180830_s31.d,Find by Molecular Feature
1967,8998.2947,9002.6189,12.169,1204743,82.2,691.1689,TRUE,Cpd 1967: 12.169,0.0247,691.4765,Negative,-11,-15,11.977,12.435,22047,0.118,0.13,44,4,,462,1,NZ_180830_s31.d,Find by Molecular Feature
1863,8996.1776,8999.9358,11.082,77594,80,748.6742,TRUE,Cpd 1863: 11.082,,749.0043,Negative,-12,-12,11.011,11.186,2658,0.09,0.01,9,1,,438,4,NZ_180830_s31.d,Find by Molecular Feature
1743,8995.1174,8998.0246,10.965,228640,80,641.5011,TRUE,Cpd 1743: 10.965,,641.7212,Negative,-14,-14,10.836,11.244,7851,0.123,0.02,6,1,,429,1,NZ_180830_s31.d,Find by Molecular Feature
1740,8994.0966,8999.3957,10.958,129582,80,748.5008,TRUE,Cpd 1740: 10.958,,748.9201,Negative,-12,-12,10.819,11.194,3772,0.105,0.01,12,1,,428,4,NZ_180830_s31.d,Find by Molecular Feature
1739,8975.1697,8976.4352,10.955,24477,80,1494.8542,TRUE,Cpd 1739: 10.955,0.0015,1495.022,Negative,-4,-6,10.836,11.019,1146,0.092,0,7,2,,428,4,NZ_180830_s31.d,Find by Molecular Feature
1741,8974.166,8975.6399,10.958,33444,92.5,1281.0163,TRUE,Cpd 1741: 10.958,0.0025,1281.2983,Negative,-5,-7,10.836,11.036,1596,0.088,0,11,3,,428,4,NZ_180830_s31.d,Find by Molecular Feature
1742,8973.1185,8977.3895,10.96,4139558,97,639.9311,TRUE,Cpd 1742: 10.960,0.0416,640.2169,Negative,-8,-15,10.661,11.194,39937,0.135,0.44,73,7,,428,4,NZ_180830_s31.d,Find by Molecular Feature
1728,8956.0976,8958.8903,10.897,108809,80,745.3346,TRUE,Cpd 1728: 10.897,0.0096,745.5021,Negative,-10,-12,10.711,11.052,2332,0.109,0.01,18,3,,424,4,NZ_180830_s31.d,Find by Molecular Feature
1727,8955.138,8958.8349,10.892,266715,80,638.645,TRUE,Cpd 1727: 10.892,0.0187,638.8583,Negative,-13,-14,10.711,11.027,7159,0.104,0.03,16,2,,424,4,NZ_180830_s31.d,Find by Molecular Feature
1843,8934.3314,8940.8271,11.016,231557,80,743.5203,TRUE,Cpd 1843: 11.016,,744.091,Negative,-12,-12,10.794,11.236,3968,0.185,0.02,13,1,,434,12,NZ_180830_s31.d,Find by Molecular Feature
1841,8918.2024,8921.2979,11.014,1077983,100,593.5396,TRUE,Cpd 1841: 11.014,,593.6729,Negative,-15,-15,10.811,11.261,23697,0.14,0.11,9,1,,434,12,NZ_180830_s31.d,Find by Molecular Feature
1824,8917.2168,8919.9613,11.011,224386,80,989.7966,TRUE,Cpd 1824: 11.011,0.0291,990.1267,Negative,-4,-9,10.794,11.202,1880,0.128,0.02,38,6,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1847,8916.2065,8920.4527,11.018,2163659,95.2,684.8554,TRUE,Cpd 1847: 11.018,0.0197,685.162,Negative,-9,-13,10.803,11.219,28504,0.154,0.23,33,4,,434,12,NZ_180830_s31.d,Find by Molecular Feature
1746,8840.0872,8842.196,10.981,220019,90,678.9994,TRUE,Cpd 1746: 10.981,,679.0765,Negative,-13,-13,10.794,11.136,10432,0.113,0.02,6,1,,430,4,NZ_180830_s31.d,Find by Molecular Feature
1747,8838.0256,8842.7151,10.982,220862,80,630.2803,TRUE,Cpd 1747: 10.982,,630.5697,Negative,-14,-14,10.794,11.127,5719,0.12,0.02,11,1,,430,4,NZ_180830_s31.d,Find by Molecular Feature
1963,8714.2503,8719.6152,12.127,147535,80,669.3197,TRUE,Cpd 1963: 12.127,,669.7029,Negative,-13,-13,11.952,12.243,3696,0.117,0.02,13,1,,460,3,NZ_180830_s31.d,Find by Molecular Feature
1965,8711.3026,8718.1205,12.133,189133,80,724.9346,TRUE,Cpd 1965: 12.133,,725.6768,Negative,-12,-12,11.918,12.251,5508,0.117,0.02,12,1,,461,2,NZ_180830_s31.d,Find by Molecular Feature
1964,8694.2494,8697.002,12.128,180373,80,1085.772,TRUE,Cpd 1964: 12.128,0.021,1086.0247,Negative,-4,-9,12.01,12.218,2131,0.08,0.02,37,6,,460,3,NZ_180830_s31.d,Find by Molecular Feature
1962,8693.2521,8697.4177,12.127,2303530,93.3,723.432,TRUE,Cpd 1962: 12.127,0.0337,723.6805,Negative,-10,-15,11.918,12.376,25166,0.114,0.24,59,6,,460,3,NZ_180830_s31.d,Find by Molecular Feature
1890,8692.0662,8695.8946,11.17,136805,83.6,723.3316,TRUE,Cpd 1890: 11.170,,723.5047,Negative,-12,-12,11.102,11.286,4038,0.096,0.01,10,1,,444,7,NZ_180830_s31.d,Find by Molecular Feature
1733,8687.2165,8692.7793,10.912,172664,80,788.7397,TRUE,Cpd 1733: 10.912,,789.1824,Negative,-11,-11,10.736,11.052,5270,0.113,0.02,13,1,,425,4,NZ_180830_s31.d,Find by Molecular Feature
1833,8681.46,8685.6988,11.012,181041,80,666.7973,TRUE,Cpd 1833: 11.012,,667.0802,Negative,-13,-13,10.811,11.169,4957,0.124,0.02,9,1,,433,68,NZ_180830_s31.d,Find by Molecular Feature
1729,8668.1405,8671.0403,10.901,107735,80,1237.2989,TRUE,Cpd 1729: 10.901,0.0169,1237.7243,Negative,-4,-7,10.603,10.994,1756,0.103,0.01,27,4,,424,4,NZ_180830_s31.d,Find by Molecular Feature
1732,8667.1278,8671.1408,10.91,2951917,100,721.2543,TRUE,Cpd 1732: 10.910,0.0167,721.5018,Negative,-8,-13,10.703,11.061,40812,0.106,0.31,48,5,,425,4,NZ_180830_s31.d,Find by Molecular Feature
1721,8649.0993,8653.108,10.842,336837,84.8,664.3084,TRUE,Cpd 1721: 10.842,0.0402,664.5391,Negative,-11,-13,10.736,10.961,11301,0.09,0.04,19,2,,421,2,NZ_180830_s31.d,Find by Molecular Feature
1852,8596.1241,8597.4411,11.064,93302,81.9,613.0016,TRUE,Cpd 1852: 11.064,,613.0728,Negative,-14,-14,10.886,11.194,4188,0.144,0.01,4,1,,436,2,NZ_180830_s31.d,Find by Molecular Feature
1854,8573.1346,8575.2509,11.072,432438,100,713.4205,TRUE,Cpd 1854: 11.072,0.0284,713.5049,Negative,-4,-12,10.894,11.202,14482,0.126,0.05,12,2,,437,6,NZ_180830_s31.d,Find by Molecular Feature
