Cpd,Mass,Avg Mass,RT,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
514,597.9697,598.3524,16.847,145421,100,596.9625,TRUE,Cpd 514: 16.847,,596.9625,Negative,-1,-1,16.731,16.981,13235,0.131,0.1,3,1,,190,1,NZ_180521_s05.d,Find by Molecular Feature
45,1222.219,1222.8053,0.948,144994,100,610.1013,TRUE,Cpd 45: 0.948,0.0032,610.1013,Negative,-1,-3,0.894,1.127,8127,0.089,0.1,11,3,,18,7,NZ_180521_s05.d,Find by Molecular Feature
596,401.8737,401.929,18.24,144393,80,400.8666,TRUE,Cpd 596: 18.240,0.0012,400.8666,Negative,-1,-1,18.005,18.529,8301,0.26,0.1,3,1,,236,2,NZ_180521_s05.d,Find by Molecular Feature
69,982.1362,982.5937,1.131,143161,100,490.0609,TRUE,Cpd 69: 1.131,0.0003,490.0609,Negative,-1,-2,1.052,1.286,12937,0.087,0.1,7,2,,24,3,NZ_180521_s05.d,Find by Molecular Feature
170,3549.4389,3551.0559,5.819,141162,100,1773.7134,TRUE,Cpd 170: 5.819,0.0072,1774.2147,Negative,-2,-6,5.74,5.923,2694,0.087,0.1,23,5,,74,4,NZ_180521_s05.d,Find by Molecular Feature
457,533.9748,534.1034,16.426,139986,63,532.9675,TRUE,Cpd 457: 16.426,,532.9675,Negative,-1,-1,16.14,16.664,15639,0.153,0.1,3,1,,164,3,NZ_180521_s05.d,Find by Molecular Feature
29,351.9957,352.8898,0.719,137969,80,350.9884,TRUE,Cpd 29: 0.719,,350.9884,Negative,-1,-1,0.603,0.803,14434,0.115,0.1,5,1,,11,2,NZ_180521_s05.d,Find by Molecular Feature
474,694.1574,694.4215,16.557,135753,100,693.1501,TRUE,Cpd 474: 16.557,,693.1501,Negative,-1,-1,16.489,16.689,26240,0.069,0.1,3,1,,172,2,NZ_180521_s05.d,Find by Molecular Feature
230,4529.5578,4531.62,6.932,135324,100,646.0721,TRUE,Cpd 230: 6.932,0.0161,646.2137,Negative,-3,-8,6.856,7.022,3384,0.076,0.1,20,4,,98,5,NZ_180521_s05.d,Find by Molecular Feature
62,1833.285,1834.1416,1.024,131493,100,457.314,TRUE,Cpd 62: 1.024,0.0026,457.314,Negative,-2,-5,0.961,1.136,7095,0.077,0.09,10,3,,22,7,NZ_180521_s05.d,Find by Molecular Feature
53,1528.2439,1528.9405,0.975,130084,100,763.1149,TRUE,Cpd 53: 0.975,0.0007,763.1149,Negative,-1,-4,0.919,1.069,7378,0.06,0.09,13,4,,19,5,NZ_180521_s05.d,Find by Molecular Feature
155,1649.3626,1650.1601,5.238,129210,100,548.7801,TRUE,Cpd 155: 5.238,0.001,548.7801,Negative,-1,-3,5.166,5.357,6692,0.084,0.09,9,3,,67,3,NZ_180521_s05.d,Find by Molecular Feature
433,380.0066,380.6324,16.253,129051,80,378.9993,TRUE,Cpd 433: 16.253,,378.9993,Negative,-1,-1,16.048,16.539,6541,0.249,0.09,3,1,,152,1,NZ_180521_s05.d,Find by Molecular Feature
580,533.975,534.0723,17.59,127494,100,532.9677,TRUE,Cpd 580: 17.590,,532.9677,Negative,-1,-1,17.464,17.738,15586,0.121,0.09,2,1,,222,2,NZ_180521_s05.d,Find by Molecular Feature
200,5013.6741,5015.7741,6.434,125067,100,625.7025,TRUE,Cpd 200: 6.434,0.0184,625.9522,Negative,-3,-9,6.331,6.523,3873,0.08,0.09,20,4,,87,2,NZ_180521_s05.d,Find by Molecular Feature
253,5140.6148,5142.83,7.374,122911,100,1712.5356,TRUE,Cpd 253: 7.374,0.0186,1713.2046,Negative,-3,-9,7.28,7.48,3272,0.08,0.09,18,3,,107,8,NZ_180521_s05.d,Find by Molecular Feature
584,471.9749,472.0486,17.759,122169,59.3,470.9676,TRUE,Cpd 584: 17.759,,470.9676,Negative,-1,-1,17.522,17.98,7326,0.247,0.09,2,1,,226,1,NZ_180521_s05.d,Find by Molecular Feature
482,385.9967,386.7096,16.593,116548,76.8,384.9894,TRUE,Cpd 482: 16.593,,384.9894,Negative,-1,-1,16.24,16.781,5408,0.289,0.08,3,1,,175,7,NZ_180521_s05.d,Find by Molecular Feature
18,967.0049,967.2735,0.635,116221,50.9,965.9976,TRUE,Cpd 18: 0.635,,965.9976,Negative,-1,-1,0.536,1.069,8579,0.314,0.08,3,1,,5,2,NZ_180521_s05.d,Find by Molecular Feature
34,427.027,427.1973,0.867,113870,100,426.0197,TRUE,Cpd 34: 0.867,,426.0197,Negative,-1,-1,0.803,1.052,17706,0.104,0.08,3,1,,14,5,NZ_180521_s05.d,Find by Molecular Feature
