Cpd,Mass,RT,Quality Score,m/z,Show/Hide,Label,Avg Mass,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
786,497.9906,17.859,100,496.9833,TRUE,Cpd 786: 17.859,498.11,,496.9833,Negative,-1,-1,17.76,17.994,2988,0.126,22182,0.02,2,1,,283,3,NZ_180521_s06.d,Find by Molecular Feature
785,470.2224,17.81,100,469.2151,TRUE,Cpd 785: 17.810,470.4432,,469.2151,Negative,-1,-1,17.685,17.944,1732,0.143,18052,0.01,2,1,,282,1,NZ_180521_s06.d,Find by Molecular Feature
784,572.1511,17.796,58.7,571.1439,TRUE,Cpd 784: 17.796,572.3787,,571.1439,Negative,-1,-1,17.544,17.969,4311,0.223,68528,0.05,2,1,,281,1,NZ_180521_s06.d,Find by Molecular Feature
783,456.1347,17.786,100,455.1275,TRUE,Cpd 783: 17.786,456.3088,,455.1275,Negative,-1,-1,17.694,17.885,2480,0.1,16352,0.01,2,1,,280,1,NZ_180521_s06.d,Find by Molecular Feature
782,471.9748,17.757,60,470.9675,TRUE,Cpd 782: 17.757,472.0458,,470.9675,Negative,-1,-1,17.527,18.002,6195,0.258,110199,0.08,2,1,,279,1,NZ_180521_s06.d,Find by Molecular Feature
781,545.9907,17.732,100,544.9834,TRUE,Cpd 781: 17.732,546.1135,,544.9834,Negative,-1,-1,17.577,17.827,3773,0.125,31190,0.02,2,1,,278,1,NZ_180521_s06.d,Find by Molecular Feature
780,597.9693,17.601,100,596.962,TRUE,Cpd 780: 17.601,598.1223,,596.962,Negative,-1,-1,17.427,17.694,4609,0.129,39174,0.03,2,1,,277,1,NZ_180521_s06.d,Find by Molecular Feature
779,533.9749,17.586,100,532.9676,TRUE,Cpd 779: 17.586,534.0718,,532.9676,Negative,-1,-1,17.444,17.727,14478,0.127,118491,0.09,2,1,,276,2,NZ_180521_s06.d,Find by Molecular Feature
778,567.9772,17.581,100,566.9699,TRUE,Cpd 778: 17.581,568.1207,,566.9699,Negative,-1,-1,17.386,17.702,20066,0.134,164209,0.12,3,1,,276,2,NZ_180521_s06.d,Find by Molecular Feature
777,563.9815,17.571,61.1,562.9742,TRUE,Cpd 777: 17.571,564.6721,,562.9742,Negative,-1,-1,17.477,17.777,1610,0.157,13314,0.01,3,1,,275,5,NZ_180521_s06.d,Find by Molecular Feature
776,429.9868,17.568,80,428.9796,TRUE,Cpd 776: 17.568,430.08,0.0019,428.9796,Negative,-1,-1,17.402,17.727,33808,0.127,277543,0.21,5,1,,275,5,NZ_180521_s06.d,Find by Molecular Feature
775,443.9827,17.568,100,442.9754,TRUE,Cpd 775: 17.568,444.0785,,442.9754,Negative,-1,-1,17.502,17.685,3874,0.086,18715,0.01,2,1,,275,5,NZ_180521_s06.d,Find by Molecular Feature
774,383.9818,17.568,100,766.9569,TRUE,Cpd 774: 17.568,384.0563,0.0008,766.9569,Negative,-1,-1,17.427,17.744,27681,0.104,432328,0.33,5,1,,275,5,NZ_180521_s06.d,Find by Molecular Feature
773,551.9832,17.567,100,550.976,TRUE,Cpd 773: 17.567,552.083,,550.976,Negative,-1,-1,17.361,17.81,899860,0.13,7810791,5.9,4,1,,275,5,NZ_180521_s06.d,Find by Molecular Feature
772,683.9646,17.539,94.1,682.9573,TRUE,Cpd 772: 17.539,684.213,,682.9573,Negative,-1,-1,17.419,17.652,8301,0.116,75699,0.06,3,1,,274,1,NZ_180521_s06.d,Find by Molecular Feature
771,835.9525,17.527,100,834.9452,TRUE,Cpd 771: 17.527,836.0992,,834.9452,Negative,-1,-1,17.444,17.66,51267,0.075,278959,0.21,3,1,,273,1,NZ_180521_s06.d,Find by Molecular Feature
770,619.9712,17.515,100,618.9639,TRUE,Cpd 770: 17.515,620.075,,618.9639,Negative,-1,-1,17.369,17.727,234775,0.11,1633931,1.23,3,1,,272,5,NZ_180521_s06.d,Find by Molecular Feature
769,451.97,17.511,100,450.9628,TRUE,Cpd 769: 17.511,452.0603,0.0006,450.9628,Negative,-1,-1,17.411,17.994,3473130,0.09,21612638,16.32,7,1,S,272,5,NZ_180521_s06.d,Find by Molecular Feature
768,687.9572,17.51,80,686.95,TRUE,Cpd 768: 17.510,688.0895,,686.95,Negative,-1,-1,17.427,17.744,25351,0.105,174592,0.13,3,1,,272,5,NZ_180521_s06.d,Find by Molecular Feature
767,635.9657,17.509,100,634.9584,TRUE,Cpd 767: 17.509,636.0774,,634.9584,Negative,-1,-1,17.411,17.727,118614,0.101,797209,0.6,3,1,,272,5,NZ_180521_s06.d,Find by Molecular Feature
766,811.9716,17.507,80,810.9621,TRUE,Cpd 766: 17.507,811.9716,0.003,810.9621,Negative,-1,-1,17.461,17.561,831,0.066,6793,0.01,2,1,,272,5,NZ_180521_s06.d,Find by Molecular Feature
765,751.9533,17.499,100,750.946,TRUE,Cpd 765: 17.499,752.1057,,750.946,Negative,-1,-1,17.436,17.602,16955,0.075,91329,0.07,3,1,,271,1,NZ_180521_s06.d,Find by Molecular Feature
764,443.0598,17.47,100,442.0526,TRUE,Cpd 764: 17.470,443.3396,,442.0526,Negative,-1,-1,17.411,17.586,8835,0.074,49550,0.04,3,1,,270,2,NZ_180521_s06.d,Find by Molecular Feature
763,467.9846,17.462,75.8,466.9773,TRUE,Cpd 763: 17.462,468.0675,,466.9773,Negative,-1,-1,17.269,17.852,269825,0.151,2159243,1.63,3,1,,270,2,NZ_180521_s06.d,Find by Molecular Feature
762,535.971,17.457,88,534.9637,TRUE,Cpd 762: 17.457,536.062,,534.9637,Negative,-1,-1,17.344,17.669,11748,0.152,92667,0.07,2,1,,269,2,NZ_180521_s06.d,Find by Molecular Feature
761,599.9665,17.454,98.1,598.9592,TRUE,Cpd 761: 17.454,600.0612,,598.9592,Negative,-1,-1,17.394,17.577,4884,0.098,25490,0.02,2,1,,269,2,NZ_180521_s06.d,Find by Molecular Feature
760,483.9786,17.445,83.8,482.9713,TRUE,Cpd 760: 17.445,484.0743,,482.9713,Negative,-1,-1,17.377,17.611,4987,0.134,32996,0.02,2,1,,268,2,NZ_180521_s06.d,Find by Molecular Feature
759,402.0442,17.439,79.8,401.0369,TRUE,Cpd 759: 17.439,402.3883,,401.0369,Negative,-1,-1,17.377,17.511,1582,0.087,11086,0.01,2,1,,268,2,NZ_180521_s06.d,Find by Molecular Feature
758,586.006,17.326,100,584.9987,TRUE,Cpd 758: 17.326,586.1764,,584.9987,Negative,-1,-1,17.203,17.469,20044,0.112,159875,0.12,3,1,,267,2,NZ_180521_s06.d,Find by Molecular Feature
757,653.9924,17.326,100,652.9852,TRUE,Cpd 757: 17.326,654.1342,,652.9852,Negative,-1,-1,17.228,17.436,4229,0.109,31299,0.02,2,1,,267,2,NZ_180521_s06.d,Find by Molecular Feature
756,464.0054,17.317,78.4,462.9981,TRUE,Cpd 756: 17.317,464.1297,,462.9981,Negative,-1,-1,17.061,17.444,5904,0.226,68902,0.05,2,1,,266,1,NZ_180521_s06.d,Find by Molecular Feature
755,388.031,17.298,100,387.0238,TRUE,Cpd 755: 17.298,388.1368,,387.0238,Negative,-1,-1,17.211,17.386,5117,0.084,29903,0.02,2,1,,265,2,NZ_180521_s06.d,Find by Molecular Feature
754,388.1607,17.294,100,387.1534,TRUE,Cpd 754: 17.294,388.4241,,387.1534,Negative,-1,-1,17.103,17.502,14081,0.145,162804,0.12,3,1,,265,2,NZ_180521_s06.d,Find by Molecular Feature
753,663.9781,17.288,100,662.9708,TRUE,Cpd 753: 17.288,664.1043,,662.9708,Negative,-1,-1,17.153,17.427,2853,0.155,30605,0.02,2,1,,264,1,NZ_180521_s06.d,Find by Molecular Feature
752,601.9834,17.276,100,600.9761,TRUE,Cpd 752: 17.276,602.1223,,600.9761,Negative,-1,-1,17.103,17.444,7798,0.196,104121,0.08,2,1,,263,1,NZ_180521_s06.d,Find by Molecular Feature
751,448.1384,17.263,99,447.1311,TRUE,Cpd 751: 17.263,448.3533,,447.1311,Negative,-1,-1,17.228,17.327,1670,0.059,6454,0,2,1,,262,1,NZ_180521_s06.d,Find by Molecular Feature
750,422.2222,17.242,54.4,421.2149,TRUE,Cpd 750: 17.242,422.4563,,421.2149,Negative,-1,-1,17.144,17.294,1183,0.068,5355,0,2,1,,261,1,NZ_180521_s06.d,Find by Molecular Feature
749,438.2173,17.229,98.9,437.21,TRUE,Cpd 749: 17.229,438.466,,437.21,Negative,-1,-1,17.111,17.352,2021,0.15,24313,0.02,2,1,,260,1,NZ_180521_s06.d,Find by Molecular Feature
748,579.9608,17.216,100,578.9536,TRUE,Cpd 748: 17.216,580.0658,,578.9536,Negative,-1,-1,17.086,17.369,9600,0.143,92364,0.07,2,1,,259,6,NZ_180521_s06.d,Find by Molecular Feature
747,701.9551,17.215,100,700.9478,TRUE,Cpd 747: 17.215,702.0813,,700.9478,Negative,-1,-1,17.119,17.394,5638,0.144,54863,0.04,2,1,,259,6,NZ_180521_s06.d,Find by Molecular Feature
746,649.9628,17.214,100,648.9555,TRUE,Cpd 746: 17.214,650.0808,,648.9555,Negative,-1,-1,17.119,17.394,9812,0.147,92629,0.07,2,1,,259,6,NZ_180521_s06.d,Find by Molecular Feature
745,465.9677,17.213,100,464.9605,TRUE,Cpd 745: 17.213,466.0488,0.0001,464.9605,Negative,-1,-1,17.119,17.369,12723,0.133,147361,0.11,4,1,,259,6,NZ_180521_s06.d,Find by Molecular Feature
744,528.9631,17.212,80,527.9558,TRUE,Cpd 744: 17.212,529.0891,,527.9558,Negative,-1,-1,17.128,17.386,5174,0.144,47845,0.04,2,1,,259,6,NZ_180521_s06.d,Find by Molecular Feature
743,633.9682,17.208,94.3,632.9609,TRUE,Cpd 743: 17.208,634.093,,632.9609,Negative,-1,-1,17.119,17.361,3440,0.138,27014,0.02,2,1,,259,6,NZ_180521_s06.d,Find by Molecular Feature
742,451.9889,17.187,100,450.9816,TRUE,Cpd 742: 17.187,452.081,,450.9816,Negative,-1,-1,17.078,17.394,90447,0.167,931323,0.7,3,1,,258,2,NZ_180521_s06.d,Find by Molecular Feature
741,519.975,17.183,100,518.9677,TRUE,Cpd 741: 17.183,520.0891,,518.9677,Negative,-1,-1,17.061,17.369,4071,0.171,41654,0.03,2,1,,258,2,NZ_180521_s06.d,Find by Molecular Feature
740,428.2378,17.12,100,427.2305,TRUE,Cpd 740: 17.120,428.4251,,427.2305,Negative,-1,-1,17.061,17.194,2833,0.066,13366,0.01,2,1,,257,1,NZ_180521_s06.d,Find by Molecular Feature
739,369.9824,17.114,100,368.9751,TRUE,Cpd 739: 17.114,370.0556,,368.9751,Negative,-1,-1,17.044,17.219,9320,0.073,40178,0.03,2,1,,256,2,NZ_180521_s06.d,Find by Molecular Feature
738,413.9722,17.11,100,412.965,TRUE,Cpd 738: 17.110,414.0531,,412.965,Negative,-1,-1,16.978,17.369,11634,0.142,81939,0.06,2,1,,256,2,NZ_180521_s06.d,Find by Molecular Feature
737,351.2382,17.104,98.5,350.2309,TRUE,Cpd 737: 17.104,351.5197,,350.2309,Negative,-1,-1,17.044,17.178,1092,0.083,6561,0,2,1,,255,2,NZ_180521_s06.d,Find by Molecular Feature
736,427.9731,17.098,100,426.9658,TRUE,Cpd 736: 17.098,428.1833,,426.9658,Negative,-1,-1,17.036,17.203,18008,0.07,87529,0.07,3,1,,255,2,NZ_180521_s06.d,Find by Molecular Feature
735,375.2498,17.088,100,374.2425,TRUE,Cpd 735: 17.088,375.4781,0.0009,374.2425,Negative,-1,-1,17.019,17.252,60595,0.072,318861,0.24,5,1,,254,4,NZ_180521_s06.d,Find by Molecular Feature
734,597.9675,17.085,80,596.9603,TRUE,Cpd 734: 17.085,599.3278,,598.976,Negative,-1,-1,17.003,17.211,3641,0.103,27749,0.02,3,1,,254,4,NZ_180521_s06.d,Find by Molecular Feature
733,543.2492,17.085,91.4,542.2419,TRUE,Cpd 733: 17.085,543.473,,542.2419,Negative,-1,-1,17.053,17.144,1155,0.055,4666,0,2,1,,254,4,NZ_180521_s06.d,Find by Molecular Feature
732,421.2543,17.084,100,420.247,TRUE,Cpd 732: 17.084,421.5158,,420.247,Negative,-1,-1,17.036,17.144,1226,0.062,6405,0,2,1,,254,4,NZ_180521_s06.d,Find by Molecular Feature
731,361.9957,17.074,100,360.9884,TRUE,Cpd 731: 17.074,362.1163,,360.9884,Negative,-1,-1,16.994,17.178,3200,0.09,19777,0.01,2,1,,253,1,NZ_180521_s06.d,Find by Molecular Feature
730,401.9769,17.07,58.3,400.9696,TRUE,Cpd 730: 17.070,402.0231,0.0048,400.9696,Negative,-1,-1,17.019,17.178,86881,0.071,375546,0.28,3,1,,252,6,NZ_180521_s06.d,Find by Molecular Feature
729,396.207,17.069,100,395.1997,TRUE,Cpd 729: 17.069,396.441,,395.1997,Negative,-1,-1,16.878,17.269,12994,0.193,187608,0.14,3,1,,252,6,NZ_180521_s06.d,Find by Molecular Feature
728,585.9685,17.066,80,584.9612,TRUE,Cpd 728: 17.066,586.0664,,584.9612,Negative,-1,-1,17.011,17.153,10010,0.076,53309,0.04,2,1,,252,6,NZ_180521_s06.d,Find by Molecular Feature
727,817.9618,17.066,83,816.9545,TRUE,Cpd 727: 17.066,818.367,,816.9545,Negative,-1,-1,17.028,17.111,2288,0.049,8913,0.01,3,1,,252,6,NZ_180521_s06.d,Find by Molecular Feature
726,569.9724,17.065,100,568.9651,TRUE,Cpd 726: 17.065,570.0639,,568.9651,Negative,-1,-1,16.994,17.178,8756,0.08,45783,0.03,2,1,,252,6,NZ_180521_s06.d,Find by Molecular Feature
725,415.991,17.065,100,414.9837,TRUE,Cpd 725: 17.065,416.099,0.001,414.9837,Negative,-1,-1,16.969,17.236,221178,0.085,1256567,0.95,6,1,,252,6,NZ_180521_s06.d,Find by Molecular Feature
724,567.9768,17.059,84.4,566.9695,TRUE,Cpd 724: 17.059,568.1012,,566.9695,Negative,-1,-1,16.953,17.311,5918,0.164,55428,0.04,2,1,,251,2,NZ_180521_s06.d,Find by Molecular Feature
723,529.9812,17.058,100,528.9739,TRUE,Cpd 723: 17.058,530.3316,,528.9739,Negative,-1,-1,16.944,17.136,3329,0.103,22344,0.02,3,1,,251,2,NZ_180521_s06.d,Find by Molecular Feature
722,586.0026,17.04,100,584.9953,TRUE,Cpd 722: 17.040,586.1128,,584.9953,Negative,-1,-1,16.903,17.178,10003,0.147,103620,0.08,2,1,,250,2,NZ_180521_s06.d,Find by Molecular Feature
721,653.9921,17.038,100,652.9848,TRUE,Cpd 721: 17.038,654.1453,,652.9848,Negative,-1,-1,16.903,17.178,2063,0.156,21023,0.02,2,1,,250,2,NZ_180521_s06.d,Find by Molecular Feature
720,517.9807,16.988,100,516.9735,TRUE,Cpd 720: 16.988,518.0797,,516.9735,Negative,-1,-1,16.828,17.111,59953,0.116,478073,0.36,3,1,,249,2,NZ_180521_s06.d,Find by Molecular Feature
719,585.9691,16.98,58.2,584.9618,TRUE,Cpd 719: 16.980,586.0919,,584.9618,Negative,-1,-1,16.903,17.003,4796,0.066,18076,0.01,2,1,,249,2,NZ_180521_s06.d,Find by Molecular Feature
718,633.9687,16.955,80,632.9614,TRUE,Cpd 718: 16.955,634.2411,,632.9614,Negative,-1,-1,16.836,17.086,6684,0.112,54181,0.04,3,1,,248,4,NZ_180521_s06.d,Find by Molecular Feature
717,685.9608,16.95,100,684.9536,TRUE,Cpd 717: 16.950,686.1008,,684.9536,Negative,-1,-1,16.869,17.061,3594,0.102,26261,0.02,2,1,,248,4,NZ_180521_s06.d,Find by Molecular Feature
716,449.9732,16.948,100,448.966,TRUE,Cpd 716: 16.948,450.0708,0.0003,448.966,Negative,-1,-1,16.869,17.053,4321,0.094,33941,0.03,3,1,,248,4,NZ_180521_s06.d,Find by Molecular Feature
715,512.968,16.947,100,511.9607,TRUE,Cpd 715: 16.947,513.1426,,511.9607,Negative,-1,-1,16.869,17.036,2145,0.097,15152,0.01,2,1,,248,4,NZ_180521_s06.d,Find by Molecular Feature
714,561.9874,16.938,80,596.9619,TRUE,Cpd 714: 16.938,562.0372,0.0057,596.9619,Negative,-1,-1,16.853,17.011,1127,0.097,10162,0.01,3,1,,247,1,NZ_180521_s06.d,Find by Molecular Feature
713,613.9771,16.929,100,612.9698,TRUE,Cpd 713: 16.929,614.1608,,612.9698,Negative,-1,-1,16.861,17.019,2550,0.096,18232,0.01,2,1,,246,1,NZ_180521_s06.d,Find by Molecular Feature
712,385.9773,16.906,100,384.9701,TRUE,Cpd 712: 16.906,386.0746,,384.9701,Negative,-1,-1,16.844,17.036,13400,0.08,69740,0.05,2,1,,245,1,NZ_180521_s06.d,Find by Molecular Feature
711,535.9866,16.872,100,534.9794,TRUE,Cpd 711: 16.872,536.0918,,534.9794,Negative,-1,-1,16.72,17.203,5894,0.265,97150,0.07,2,1,,244,1,NZ_180521_s06.d,Find by Molecular Feature
710,426.2737,16.86,100,425.2664,TRUE,Cpd 710: 16.860,426.5389,,425.2664,Negative,-1,-1,16.611,17.053,1583,0.24,30961,0.02,2,1,,243,1,NZ_180521_s06.d,Find by Molecular Feature
709,597.9697,16.84,100,596.9625,TRUE,Cpd 709: 16.840,598.4028,,596.9625,Negative,-1,-1,16.728,16.978,11370,0.121,119778,0.09,3,1,,242,1,NZ_180521_s06.d,Find by Molecular Feature
708,375.9749,16.829,84,374.9677,TRUE,Cpd 708: 16.829,376.0871,,374.9677,Negative,-1,-1,16.661,16.928,5214,0.133,41833,0.03,2,1,,241,2,NZ_180521_s06.d,Find by Molecular Feature
707,368.1955,16.824,66,367.1882,TRUE,Cpd 707: 16.824,368.5241,,367.1882,Negative,-1,-1,16.786,16.886,802,0.061,4011,0,2,1,,241,2,NZ_180521_s06.d,Find by Molecular Feature
706,413.0256,16.8,94.4,412.0184,TRUE,Cpd 706: 16.800,413.3746,,412.0184,Negative,-1,-1,16.745,16.869,882,0.091,6581,0,2,1,,240,1,NZ_180521_s06.d,Find by Molecular Feature
705,579.9756,16.792,76.8,578.9683,TRUE,Cpd 705: 16.792,580.1218,,578.9683,Negative,-1,-1,16.661,16.894,2225,0.118,16483,0.01,2,1,,239,3,NZ_180521_s06.d,Find by Molecular Feature
704,563.9811,16.792,61.7,562.9739,TRUE,Cpd 704: 16.792,564.215,,562.9739,Negative,-1,-1,16.628,17.011,8203,0.146,82114,0.06,3,1,,239,3,NZ_180521_s06.d,Find by Molecular Feature
703,395.9813,16.789,100,394.974,TRUE,Cpd 703: 16.789,396.0697,,394.974,Negative,-1,-1,16.628,16.928,11093,0.156,112784,0.09,2,1,,239,3,NZ_180521_s06.d,Find by Molecular Feature
702,461.9946,16.784,97.6,460.9873,TRUE,Cpd 702: 16.784,462.1014,,460.9873,Negative,-1,-1,16.603,16.894,10107,0.149,85757,0.06,2,1,,238,1,NZ_180521_s06.d,Find by Molecular Feature
701,462.1803,16.728,99.8,461.1731,TRUE,Cpd 701: 16.728,462.3754,,461.1731,Negative,-1,-1,16.67,16.795,3684,0.062,16414,0.01,2,1,,237,3,NZ_180521_s06.d,Find by Molecular Feature
700,388.1609,16.723,100,387.1537,TRUE,Cpd 700: 16.723,388.4037,,387.1537,Negative,-1,-1,16.486,16.919,65237,0.147,746338,0.56,4,1,,237,3,NZ_180521_s06.d,Find by Molecular Feature
699,418.0061,16.722,100,416.9988,TRUE,Cpd 699: 16.722,418.0872,,416.9988,Negative,-1,-1,16.603,16.861,187620,0.087,1055855,0.8,2,1,,237,3,NZ_180521_s06.d,Find by Molecular Feature
698,469.9788,16.714,66.7,468.9716,TRUE,Cpd 698: 16.714,470.0505,,468.9716,Negative,-1,-1,16.453,16.811,13356,0.219,138914,0.1,2,1,,236,1,NZ_180521_s06.d,Find by Molecular Feature
697,360.2844,16.703,53.4,359.2771,TRUE,Cpd 697: 16.703,360.4663,,359.2771,Negative,-1,-1,16.595,16.853,2231,0.135,18703,0.01,2,1,,235,1,NZ_180521_s06.d,Find by Molecular Feature
696,381.9819,16.698,100,380.9746,TRUE,Cpd 696: 16.698,382.0731,,380.9746,Negative,-1,-1,16.636,16.803,5998,0.075,30357,0.02,2,1,,234,2,NZ_180521_s06.d,Find by Molecular Feature
695,595.9872,16.694,80,594.98,TRUE,Cpd 695: 16.694,597.0793,,594.98,Negative,-1,-1,16.528,16.828,8574,0.136,126067,0.1,5,1,,234,2,NZ_180521_s06.d,Find by Molecular Feature
694,1455.9051,16.682,80,362.969,TRUE,Cpd 694: 16.682,1456.0529,,362.969,Negative,-4,-4,16.561,16.82,2304,0.146,22973,0.02,2,1,,233,1,NZ_180521_s06.d,Find by Molecular Feature
693,413.9909,16.638,95.9,412.9837,TRUE,Cpd 693: 16.638,414.2431,,412.9837,Negative,-1,-1,16.52,16.778,6475,0.126,57230,0.04,3,1,,232,2,NZ_180521_s06.d,Find by Molecular Feature
692,581.9913,16.636,97,580.9841,TRUE,Cpd 692: 16.636,582.1098,,580.9841,Negative,-1,-1,16.511,16.778,6434,0.132,54731,0.04,2,1,,232,2,NZ_180521_s06.d,Find by Molecular Feature
691,813.9684,16.618,100,812.9611,TRUE,Cpd 691: 16.618,814.1094,,812.9611,Negative,-1,-1,16.545,16.72,8965,0.087,55732,0.04,2,1,,231,1,NZ_180521_s06.d,Find by Molecular Feature
690,462.9712,16.612,96.5,461.9639,TRUE,Cpd 690: 16.612,463.0621,,461.9639,Negative,-1,-1,16.511,16.736,11195,0.119,95040,0.07,2,1,,230,2,NZ_180521_s06.d,Find by Molecular Feature
689,513.9693,16.606,100,512.962,TRUE,Cpd 689: 16.606,514.0699,,512.962,Negative,-1,-1,16.503,16.745,23893,0.127,214482,0.16,2,1,,230,2,NZ_180521_s06.d,Find by Molecular Feature
688,385.9963,16.601,77.7,384.989,TRUE,Cpd 688: 16.601,386.6733,,384.989,Negative,-1,-1,16.403,16.77,5526,0.206,96609,0.07,3,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
687,757.9581,16.6,80,756.9509,TRUE,Cpd 687: 16.600,758.6158,,756.9509,Negative,-1,-1,16.52,16.72,2902,0.11,26341,0.02,3,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
686,633.9675,16.6,100,632.9602,TRUE,Cpd 686: 16.600,634.0887,,632.9602,Negative,-1,-1,16.511,16.745,4495,0.121,36960,0.03,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
685,438.2164,16.6,98.1,437.2091,TRUE,Cpd 685: 16.600,438.4352,,437.2091,Negative,-1,-1,16.528,16.678,1532,0.09,8418,0.01,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
684,396.2477,16.599,100,395.2404,TRUE,Cpd 684: 16.599,396.4822,,395.2404,Negative,-1,-1,16.528,16.678,1338,0.088,8129,0.01,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
683,443.9826,16.597,92.2,442.9753,TRUE,Cpd 683: 16.597,444.1768,,442.9753,Negative,-1,-1,16.52,16.778,1909,0.152,16927,0.01,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
682,583.9719,16.597,80,582.9647,TRUE,Cpd 682: 16.597,584.1118,,582.9647,Negative,-1,-1,16.495,16.944,44061,0.188,463030,0.35,3,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
681,567.9774,16.596,100,566.9701,TRUE,Cpd 681: 16.596,568.0702,,566.9701,Negative,-1,-1,16.486,16.795,76886,0.121,615850,0.47,3,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
680,370.2107,16.596,99.6,369.2034,TRUE,Cpd 680: 16.596,370.4333,,369.2034,Negative,-1,-1,16.553,16.653,1694,0.058,7215,0.01,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
679,724.1305,16.596,59.8,723.1233,TRUE,Cpd 679: 16.596,724.3691,,723.1233,Negative,-1,-1,16.553,16.686,1195,0.09,7553,0.01,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
678,565.9611,16.595,100,564.9538,TRUE,Cpd 678: 16.595,566.0934,,564.9538,Negative,-1,-1,16.511,16.686,3360,0.109,26064,0.02,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
677,408.2953,16.595,100,407.288,TRUE,Cpd 677: 16.595,408.551,,407.288,Negative,-1,-1,16.553,16.653,1100,0.064,5641,0,2,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
676,635.964,16.595,100,634.9567,TRUE,Cpd 676: 16.595,636.0874,,634.9567,Negative,-1,-1,16.486,16.745,27305,0.123,230075,0.17,3,1,,229,13,NZ_180521_s06.d,Find by Molecular Feature
675,467.9828,16.592,69.6,466.9755,TRUE,Cpd 675: 16.592,468.0727,,466.9755,Negative,-1,-1,16.37,16.786,14207,0.194,180512,0.14,2,1,,228,3,NZ_180521_s06.d,Find by Molecular Feature
674,399.9768,16.592,81.1,798.9471,TRUE,Cpd 674: 16.592,400.042,0.0006,798.9471,Negative,-1,-1,16.495,16.745,77911,0.104,1366935,1.03,6,1,,228,3,NZ_180521_s06.d,Find by Molecular Feature
673,781.944,16.588,100,780.9367,TRUE,Cpd 673: 16.588,782.1079,,780.9367,Negative,-1,-1,16.528,16.686,3122,0.085,19132,0.01,2,1,,228,3,NZ_180521_s06.d,Find by Molecular Feature
