Cpd,Mass,RT,Quality Score,m/z,Show/Hide,Label,Avg Mass,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
2097,631.3681,18.002,100,630.3608,TRUE,Cpd 2097: 18.002,631.6774,,630.3608,Negative,-1,-1,17.844,18.144,2115,0.155,27218,0.01,2,1,,454,1,NZ_180709_s06.d,Find by Molecular Feature
2096,351.9957,17.962,50.8,350.9884,TRUE,Cpd 2096: 17.962,352.0694,,350.9884,Negative,-1,-1,17.794,18.177,52014,0.156,481203,0.13,2,1,,453,2,NZ_180709_s06.d,Find by Molecular Feature
2095,419.9826,17.957,74.9,418.9754,TRUE,Cpd 2095: 17.957,420.0716,,418.9754,Negative,-1,-1,17.769,18.152,24143,0.194,326023,0.09,2,1,,453,2,NZ_180709_s06.d,Find by Molecular Feature
2094,562.1605,17.893,77,561.1532,TRUE,Cpd 2094: 17.893,563.1686,,561.1532,Negative,-1,-1,17.852,17.927,635,0.045,3637,0,3,1,,452,5,NZ_180709_s06.d,Find by Molecular Feature
2093,471.975,17.893,54.7,470.9677,TRUE,Cpd 2093: 17.893,472.0879,,470.9677,Negative,-1,-1,17.669,18.036,11296,0.172,124561,0.03,2,1,,452,5,NZ_180709_s06.d,Find by Molecular Feature
2092,538.3629,17.889,100,537.3556,TRUE,Cpd 2092: 17.889,538.795,,537.3556,Negative,-1,-1,17.786,17.952,2184,0.088,13500,0,3,1,,452,5,NZ_180709_s06.d,Find by Molecular Feature
2091,582.3546,17.889,100,581.3473,TRUE,Cpd 2091: 17.889,582.5666,,581.3473,Negative,-1,-1,17.761,17.952,1866,0.099,12881,0,2,1,,452,5,NZ_180709_s06.d,Find by Molecular Feature
2090,438.2929,17.888,99.6,437.2857,TRUE,Cpd 2090: 17.888,438.6411,,437.2857,Negative,-1,-1,17.761,17.977,4478,0.096,29176,0.01,3,1,,452,5,NZ_180709_s06.d,Find by Molecular Feature
2089,492.1773,17.874,50.8,491.17,TRUE,Cpd 2089: 17.874,492.9606,,491.17,Negative,-1,-1,17.719,17.944,1152,0.13,11404,0,3,1,,451,1,NZ_180709_s06.d,Find by Molecular Feature
2088,1890.8436,17.86,61.9,629.2739,TRUE,Cpd 2088: 17.860,1891.2879,,629.2739,Negative,-3,-3,17.794,17.911,549,0.067,3397,0,2,1,,450,1,NZ_180709_s06.d,Find by Molecular Feature
2087,554.2995,17.832,54.6,553.2923,TRUE,Cpd 2087: 17.832,554.5627,,553.2923,Negative,-1,-1,17.786,17.911,1839,0.075,10059,0,2,1,,449,3,NZ_180709_s06.d,Find by Molecular Feature
2086,573.3134,17.831,69.4,572.3062,TRUE,Cpd 2086: 17.831,573.7236,,572.3062,Negative,-1,-1,17.777,17.927,1272,0.098,11141,0,2,1,,449,3,NZ_180709_s06.d,Find by Molecular Feature
2085,717.5261,17.824,98.4,716.5188,TRUE,Cpd 2085: 17.824,717.9013,,716.5188,Negative,-1,-1,17.786,17.877,828,0.062,4596,0,2,1,,449,3,NZ_180709_s06.d,Find by Molecular Feature
2084,528.3019,17.804,69.8,527.2947,TRUE,Cpd 2084: 17.804,528.5866,,527.2947,Negative,-1,-1,17.727,17.944,1630,0.138,15540,0,2,1,,448,1,NZ_180709_s06.d,Find by Molecular Feature
2083,764.5766,17.785,56.1,763.5693,TRUE,Cpd 2083: 17.785,765.4419,,763.5693,Negative,-1,-1,17.702,17.877,873,0.112,12397,0,3,1,,447,1,NZ_180709_s06.d,Find by Molecular Feature
2082,1890.8746,17.737,54,629.2843,TRUE,Cpd 2082: 17.737,1891.3541,,629.6015,Negative,-3,-3,17.678,17.786,552,0.069,3718,0,2,1,,446,1,NZ_180709_s06.d,Find by Molecular Feature
2081,1336.9335,17.724,64.2,1335.9265,TRUE,Cpd 2081: 17.724,1337.4194,0.0007,1335.9265,Negative,-1,-2,17.511,17.911,2881,0.198,86256,0.02,5,2,,445,3,NZ_180709_s06.d,Find by Molecular Feature
2080,514.288,17.72,51.6,513.2807,TRUE,Cpd 2080: 17.720,514.6021,,513.2807,Negative,-1,-1,17.586,17.961,21597,0.189,280943,0.08,4,1,,445,3,NZ_180709_s06.d,Find by Molecular Feature
2079,572.3113,17.716,72.9,571.3041,TRUE,Cpd 2079: 17.716,572.5656,,571.3041,Negative,-1,-1,17.594,17.952,4577,0.214,69508,0.02,2,1,,445,3,NZ_180709_s06.d,Find by Molecular Feature
2078,482.2631,17.699,66.4,481.2558,TRUE,Cpd 2078: 17.699,482.579,,481.2558,Negative,-1,-1,17.486,17.852,14780,0.189,199294,0.05,3,1,,444,2,NZ_180709_s06.d,Find by Molecular Feature
2077,614.3583,17.697,52,613.351,TRUE,Cpd 2077: 17.697,614.9333,,613.351,Negative,-1,-1,17.519,17.944,13530,0.226,259500,0.07,4,1,,444,2,NZ_180709_s06.d,Find by Molecular Feature
2076,404.3111,17.685,60.6,403.3038,TRUE,Cpd 2076: 17.685,404.6074,,403.3038,Negative,-1,-1,17.411,17.944,26207,0.259,450265,0.12,2,1,,443,1,NZ_180709_s06.d,Find by Molecular Feature
2075,1448.9646,17.681,57.9,1447.9574,TRUE,Cpd 2075: 17.681,1449.7846,0.0001,1448.9601,Negative,-1,-2,17.519,17.844,714,0.17,24861,0.01,6,2,,442,5,NZ_180709_s06.d,Find by Molecular Feature
2074,496.3096,17.68,87,495.3024,TRUE,Cpd 2074: 17.680,496.6264,,495.3024,Negative,-1,-1,17.628,17.744,1043,0.075,5677,0,2,1,,442,5,NZ_180709_s06.d,Find by Molecular Feature
2073,2589.9034,17.677,53.1,516.9734,TRUE,Cpd 2073: 17.677,2590.799,,516.9734,Negative,-5,-5,17.536,17.752,993,0.113,12493,0,3,1,,442,5,NZ_180709_s06.d,Find by Molecular Feature
2072,490.3649,17.676,57.6,489.3576,TRUE,Cpd 2072: 17.676,491.9734,,491.3553,Negative,-1,-1,17.544,17.944,4305,0.228,124146,0.03,5,1,,442,5,NZ_180709_s06.d,Find by Molecular Feature
2071,1386.9496,17.673,65,1385.9423,TRUE,Cpd 2071: 17.673,1387.9385,,1385.9423,Negative,-1,-1,17.619,17.761,492,0.078,5166,0,3,1,,442,5,NZ_180709_s06.d,Find by Molecular Feature
2070,1074.7339,17.655,50.4,536.3597,TRUE,Cpd 2070: 17.655,1075.9702,,537.3552,Negative,-2,-2,17.503,17.777,1959,0.157,26006,0.01,3,1,,441,2,NZ_180709_s06.d,Find by Molecular Feature
2069,731.5433,17.652,62,730.536,TRUE,Cpd 2069: 17.652,731.9693,,730.536,Negative,-1,-1,17.569,17.727,639,0.106,5868,0,2,1,,441,2,NZ_180709_s06.d,Find by Molecular Feature
2068,410.3151,17.639,95.9,409.3078,TRUE,Cpd 2068: 17.639,410.572,,409.3078,Negative,-1,-1,17.586,17.702,2360,0.064,10320,0,2,1,,440,1,NZ_180709_s06.d,Find by Molecular Feature
2067,691.511,17.59,70.1,690.5038,TRUE,Cpd 2067: 17.590,691.8814,,690.5038,Negative,-1,-1,17.536,17.661,1268,0.081,9057,0,2,1,,439,1,NZ_180709_s06.d,Find by Molecular Feature
2066,438.2923,17.562,58.1,437.285,TRUE,Cpd 2066: 17.562,438.7654,,437.285,Negative,-1,-1,17.469,17.611,3144,0.079,21313,0.01,3,1,,438,1,NZ_180709_s06.d,Find by Molecular Feature
2065,741.5283,17.5,100,740.521,TRUE,Cpd 2065: 17.500,742.1006,,740.521,Negative,-1,-1,17.378,17.586,2161,0.105,23465,0.01,3,1,,437,1,NZ_180709_s06.d,Find by Molecular Feature
2064,1632.3292,17.439,65.7,815.1573,TRUE,Cpd 2064: 17.439,1633.3562,,816.156,Negative,-2,-2,17.378,17.536,561,0.091,4785,0,3,1,,436,1,NZ_180709_s06.d,Find by Molecular Feature
2063,616.6137,17.426,52.5,615.6064,TRUE,Cpd 2063: 17.426,617.2841,,615.6064,Negative,-1,-1,17.336,17.494,869,0.073,4410,0,3,1,,435,1,NZ_180709_s06.d,Find by Molecular Feature
2062,731.5442,17.414,78.7,730.5369,TRUE,Cpd 2062: 17.414,731.8889,,730.5369,Negative,-1,-1,17.319,17.553,1596,0.134,17170,0,2,1,,434,2,NZ_180709_s06.d,Find by Molecular Feature
2061,691.5108,17.409,100,690.5035,TRUE,Cpd 2061: 17.409,692.0351,,690.5035,Negative,-1,-1,17.311,17.503,4539,0.097,43683,0.01,3,1,,434,2,NZ_180709_s06.d,Find by Molecular Feature
2060,715.5112,17.268,100,714.504,TRUE,Cpd 2060: 17.268,715.942,,714.504,Negative,-1,-1,17.17,17.386,7940,0.095,66617,0.02,3,1,,433,3,NZ_180709_s06.d,Find by Molecular Feature
2059,703.5105,17.264,100,702.5032,TRUE,Cpd 2059: 17.264,703.8662,,702.5032,Negative,-1,-1,17.178,17.336,1720,0.088,14923,0,2,1,,433,3,NZ_180709_s06.d,Find by Molecular Feature
2058,1709.2301,17.261,54.1,853.6078,TRUE,Cpd 2058: 17.261,1710.2705,,854.1312,Negative,-2,-2,17.136,17.328,489,0.111,5562,0,3,1,,433,3,NZ_180709_s06.d,Find by Molecular Feature
2057,743.5415,17.166,81.5,742.5342,TRUE,Cpd 2057: 17.166,743.8646,,742.5342,Negative,-1,-1,17.111,17.253,1072,0.093,6295,0,2,1,,432,1,NZ_180709_s06.d,Find by Molecular Feature
2056,703.5106,17.125,66,702.5034,TRUE,Cpd 2056: 17.125,703.8509,,702.5034,Negative,-1,-1,17.02,17.186,812,0.086,5308,0,2,1,,431,1,NZ_180709_s06.d,Find by Molecular Feature
2055,1038.1719,17.016,60.4,518.0787,TRUE,Cpd 2055: 17.016,1039.156,,518.0787,Negative,-2,-2,16.928,17.145,627,0.094,5965,0,3,1,,430,2,NZ_180709_s06.d,Find by Molecular Feature
2054,677.4953,17.012,100,676.488,TRUE,Cpd 2054: 17.012,677.9093,,676.488,Negative,-1,-1,16.936,17.128,5245,0.101,45181,0.01,3,1,,430,2,NZ_180709_s06.d,Find by Molecular Feature
2053,368.3628,16.957,100,367.3555,TRUE,Cpd 2053: 16.957,368.6207,,367.3555,Negative,-1,-1,16.845,17.02,1765,0.083,9563,0,2,1,,429,2,NZ_180709_s06.d,Find by Molecular Feature
2052,618.5032,16.949,54.4,617.4959,TRUE,Cpd 2052: 16.949,618.9113,,617.4959,Negative,-1,-1,16.887,17.036,1490,0.088,7855,0,3,1,,429,2,NZ_180709_s06.d,Find by Molecular Feature
2051,755.5048,16.847,62.4,754.4975,TRUE,Cpd 2051: 16.847,755.914,,754.4975,Negative,-1,-1,16.803,16.936,926,0.065,5827,0,2,1,,428,1,NZ_180709_s06.d,Find by Molecular Feature
2050,1579.9368,16.843,72.9,788.9611,TRUE,Cpd 2050: 16.843,1580.2459,,788.9611,Negative,-2,-2,16.803,16.92,874,0.075,3160,0,2,1,,427,3,NZ_180709_s06.d,Find by Molecular Feature
2049,937.9644,16.84,100,936.9571,TRUE,Cpd 2049: 16.840,938.9505,,936.9571,Negative,-1,-1,16.678,16.928,7019,0.084,62313,0.02,4,1,,427,3,NZ_180709_s06.d,Find by Molecular Feature
2048,677.4953,16.837,100,676.488,TRUE,Cpd 2048: 16.837,677.9187,,676.488,Negative,-1,-1,16.728,16.928,8310,0.099,75807,0.02,3,1,,427,3,NZ_180709_s06.d,Find by Molecular Feature
2047,365.2678,16.76,55.8,364.2605,TRUE,Cpd 2047: 16.760,365.4809,,364.2605,Negative,-1,-1,16.737,16.803,1369,0.043,3724,0,2,1,,426,1,NZ_180709_s06.d,Find by Molecular Feature
2046,739.5133,16.748,100,738.506,TRUE,Cpd 2046: 16.748,739.9695,,738.506,Negative,-1,-1,16.653,16.87,3137,0.09,24883,0.01,3,1,,425,1,NZ_180709_s06.d,Find by Molecular Feature
2045,983.7204,16.669,100,982.7131,TRUE,Cpd 2045: 16.669,984.4134,,982.7131,Negative,-1,-1,16.587,16.828,2041,0.122,27449,0.01,3,1,,424,5,NZ_180709_s06.d,Find by Molecular Feature
2044,819.4488,16.667,80.7,818.4416,TRUE,Cpd 2044: 16.667,819.8979,,818.4416,Negative,-1,-1,16.612,16.712,704,0.069,5159,0,2,1,,424,5,NZ_180709_s06.d,Find by Molecular Feature
2043,651.4465,16.666,97.7,650.4392,TRUE,Cpd 2043: 16.666,651.8203,,650.4392,Negative,-1,-1,16.587,16.77,1639,0.11,15431,0,2,1,,424,5,NZ_180709_s06.d,Find by Molecular Feature
2042,837.4589,16.664,100,836.4516,TRUE,Cpd 2042: 16.664,837.9686,,836.4516,Negative,-1,-1,16.578,16.787,2253,0.116,23021,0.01,3,1,,424,5,NZ_180709_s06.d,Find by Molecular Feature
2041,669.458,16.664,100,668.4507,TRUE,Cpd 2041: 16.664,669.9615,,668.4507,Negative,-1,-1,16.537,16.862,7981,0.128,89049,0.02,3,1,,424,5,NZ_180709_s06.d,Find by Molecular Feature
2040,466.3066,16.599,90.4,465.2994,TRUE,Cpd 2040: 16.599,466.6274,,465.2994,Negative,-1,-1,16.537,16.67,2716,0.061,12667,0,2,1,,423,1,NZ_180709_s06.d,Find by Molecular Feature
2039,689.4942,16.539,54.5,688.4869,TRUE,Cpd 2039: 16.539,689.6975,,688.4869,Negative,-1,-1,16.462,16.587,889,0.085,5132,0,2,1,,422,1,NZ_180709_s06.d,Find by Molecular Feature
2038,1416.3336,16.53,56.3,353.0761,TRUE,Cpd 2038: 16.530,1416.772,,353.0761,Negative,-4,-4,16.504,16.587,629,0.058,3383,0,2,1,,421,1,NZ_180709_s06.d,Find by Molecular Feature
2037,372.2279,16.512,96.7,371.2207,TRUE,Cpd 2037: 16.512,372.5693,,371.2207,Negative,-1,-1,16.437,16.62,1425,0.082,7356,0,2,1,,420,1,NZ_180709_s06.d,Find by Molecular Feature
2036,2495.937,16.484,76.1,414.9822,TRUE,Cpd 2036: 16.484,2496.8419,,414.9822,Negative,-6,-6,16.412,16.628,1039,0.11,9430,0,3,1,,419,2,NZ_180709_s06.d,Find by Molecular Feature
2035,717.5279,16.482,100,716.5206,TRUE,Cpd 2035: 16.482,718.1763,,716.5206,Negative,-1,-1,16.337,16.595,2911,0.129,37258,0.01,3,1,,419,2,NZ_180709_s06.d,Find by Molecular Feature
2034,374.1657,16.464,98.5,373.1584,TRUE,Cpd 2034: 16.464,374.437,,373.1584,Negative,-1,-1,16.429,16.512,2240,0.045,7664,0,2,1,,418,1,NZ_180709_s06.d,Find by Molecular Feature
2033,663.4794,16.443,85.3,662.4722,TRUE,Cpd 2033: 16.443,663.8089,,662.4722,Negative,-1,-1,16.37,16.57,1879,0.108,15103,0,2,1,,417,2,NZ_180709_s06.d,Find by Molecular Feature
2032,354.2535,16.434,100,353.2463,TRUE,Cpd 2032: 16.434,354.5495,,353.2463,Negative,-1,-1,16.387,16.52,20447,0.055,83745,0.02,3,1,,417,2,NZ_180709_s06.d,Find by Molecular Feature
2031,816.538,16.429,60,815.5308,TRUE,Cpd 2031: 16.429,816.9325,,815.5308,Negative,-1,-1,16.279,16.528,3874,0.128,41449,0.01,3,1,,416,2,NZ_180709_s06.d,Find by Molecular Feature
2030,692.4682,16.425,97.5,691.4609,TRUE,Cpd 2030: 16.425,692.829,,691.4609,Negative,-1,-1,16.395,16.47,998,0.053,4806,0,2,1,,416,2,NZ_180709_s06.d,Find by Molecular Feature
2029,705.5271,16.418,90.4,704.5199,TRUE,Cpd 2029: 16.418,705.7783,,704.5199,Negative,-1,-1,16.279,16.528,1168,0.125,8911,0,2,1,,415,2,NZ_180709_s06.d,Find by Molecular Feature
2028,829.5532,16.417,56.9,828.5459,TRUE,Cpd 2028: 16.417,830.0788,,828.5459,Negative,-1,-1,16.312,16.562,1497,0.104,10930,0,3,1,,415,2,NZ_180709_s06.d,Find by Molecular Feature
2027,642.5028,16.402,54.9,641.4955,TRUE,Cpd 2027: 16.402,644.1777,,643.511,Negative,-1,-1,16.262,16.528,2420,0.141,35915,0.01,4,1,,414,4,NZ_180709_s06.d,Find by Molecular Feature
2026,1488.2623,16.399,56,743.1239,TRUE,Cpd 2026: 16.399,1488.6734,,743.1239,Negative,-2,-2,16.304,16.445,784,0.083,4472,0,2,1,,414,4,NZ_180709_s06.d,Find by Molecular Feature
2025,2913.0555,16.399,63.8,415.1435,TRUE,Cpd 2025: 16.399,2913.7387,,415.1435,Negative,-7,-7,16.27,16.512,1107,0.135,13436,0,3,1,,414,4,NZ_180709_s06.d,Find by Molecular Feature
2024,537.2964,16.395,91.4,536.2892,TRUE,Cpd 2024: 16.395,538.5448,,538.2806,Negative,-1,-1,16.312,16.487,4703,0.104,44427,0.01,3,1,,414,4,NZ_180709_s06.d,Find by Molecular Feature
2023,458.2617,16.391,57.3,457.2545,TRUE,Cpd 2023: 16.391,458.6349,,457.2545,Negative,-1,-1,16.295,16.462,724,0.089,3384,0,2,1,,413,5,NZ_180709_s06.d,Find by Molecular Feature
2022,514.2879,16.39,53.4,513.2806,TRUE,Cpd 2022: 16.390,514.8199,,513.2806,Negative,-1,-1,16.295,16.487,6422,0.099,41824,0.01,3,1,,413,5,NZ_180709_s06.d,Find by Molecular Feature
2021,848.2013,16.39,75.5,423.0934,TRUE,Cpd 2021: 16.390,850.2157,,424.0785,Negative,-2,-2,16.279,16.528,1596,0.137,34543,0.01,5,1,,413,5,NZ_180709_s06.d,Find by Molecular Feature
2020,521.1265,16.388,50.1,520.1189,TRUE,Cpd 2020: 16.388,521.6333,0.0008,520.1189,Negative,-1,-1,16.229,16.487,1305,0.137,19646,0.01,5,1,,413,5,NZ_180709_s06.d,Find by Molecular Feature
2019,1218.2139,16.387,66.2,608.0988,TRUE,Cpd 2019: 16.387,1219.1107,0.0042,608.6,Negative,-2,-3,16.212,16.587,4448,0.17,141818,0.04,8,2,,413,5,NZ_180709_s06.d,Find by Molecular Feature
2018,1649.295,16.379,76.4,411.3165,TRUE,Cpd 2018: 16.379,1650.032,,411.3165,Negative,-4,-4,16.262,16.578,1814,0.165,15426,0,3,1,,412,6,NZ_180709_s06.d,Find by Molecular Feature
2017,400.2234,16.378,65.8,399.2161,TRUE,Cpd 2017: 16.378,400.5699,,399.2161,Negative,-1,-1,16.32,16.437,1024,0.08,4769,0,2,1,,412,6,NZ_180709_s06.d,Find by Molecular Feature
2016,4111.8428,16.378,55.6,512.9731,TRUE,Cpd 2016: 16.378,4113.1029,,513.2454,Negative,-8,-8,16.237,16.52,1822,0.107,25410,0.01,4,1,,412,6,NZ_180709_s06.d,Find by Molecular Feature
2015,1265.2254,16.377,52.4,420.7345,TRUE,Cpd 2015: 16.377,1265.614,,420.7345,Negative,-3,-3,16.32,16.429,653,0.075,2927,0,2,1,,412,6,NZ_180709_s06.d,Find by Molecular Feature
2014,623.1028,16.373,60.8,622.0956,TRUE,Cpd 2014: 16.373,623.8339,,622.0956,Negative,-1,-1,16.27,16.62,3953,0.195,66715,0.02,3,1,,412,6,NZ_180709_s06.d,Find by Molecular Feature
2013,1449.1705,16.372,60,361.2854,TRUE,Cpd 2013: 16.372,1450.7083,,361.7965,Negative,-4,-4,16.295,16.42,976,0.059,5303,0,4,1,,412,6,NZ_180709_s06.d,Find by Molecular Feature
2012,2673.0037,16.366,73,667.2436,TRUE,Cpd 2012: 16.366,2673.3265,,667.2436,Negative,-4,-4,16.312,16.42,856,0.079,2953,0,2,1,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2011,730.6284,16.365,100,729.6211,TRUE,Cpd 2011: 16.365,731.349,,729.6211,Negative,-1,-1,16.312,16.42,1091,0.057,7059,0,3,1,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2010,726.1827,16.365,67.1,362.0821,TRUE,Cpd 2010: 16.365,726.8913,0.0054,362.0821,Negative,-1,-2,16.212,16.512,915,0.138,14958,0,5,2,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2009,611.526,16.365,100,610.5188,TRUE,Cpd 2009: 16.365,612.1845,,610.5188,Negative,-1,-1,16.32,16.42,1401,0.062,9409,0,3,1,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2008,417.9846,16.365,100,416.9773,TRUE,Cpd 2008: 16.365,418.0545,,416.9773,Negative,-1,-1,16.304,16.47,33125,0.06,120501,0.03,2,1,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2007,3004.8528,16.363,73.4,599.9633,TRUE,Cpd 2007: 16.363,3005.5772,,599.9633,Negative,-5,-5,16.32,16.445,825,0.073,4671,0,3,1,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2006,616.5416,16.362,100,615.5343,TRUE,Cpd 2006: 16.362,616.8628,,615.5343,Negative,-1,-1,16.304,16.437,4582,0.06,23713,0.01,2,1,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2005,661.9807,16.362,80,660.9734,TRUE,Cpd 2005: 16.362,662.1867,,660.9734,Negative,-1,-1,16.287,16.62,26283,0.079,118517,0.03,3,1,,411,8,NZ_180709_s06.d,Find by Molecular Feature
2004,2703.9762,16.359,80,674.9868,TRUE,Cpd 2004: 16.359,2704.375,,674.9868,Negative,-4,-4,16.287,16.454,1500,0.098,11439,0,2,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
2003,685.9613,16.359,93.3,684.9541,TRUE,Cpd 2003: 16.359,686.1072,,684.9541,Negative,-1,-1,16.304,16.462,37270,0.06,147857,0.04,3,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
2002,1454.2082,16.358,52.2,483.7287,TRUE,Cpd 2002: 16.358,1454.9744,0.0008,483.7287,Negative,-3,-4,16.237,16.512,1567,0.128,29016,0.01,6,2,,410,19,NZ_180709_s06.d,Find by Molecular Feature
2001,633.9692,16.358,100,632.9619,TRUE,Cpd 2001: 16.358,634.2329,,632.9619,Negative,-1,-1,16.279,16.454,44597,0.063,198315,0.05,4,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
2000,615.959,16.357,100,614.9517,TRUE,Cpd 2000: 16.357,616.0965,,614.9517,Negative,-1,-1,16.312,16.437,5102,0.058,19994,0.01,2,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
1999,669.9663,16.356,100,668.959,TRUE,Cpd 1999: 16.356,670.0963,,668.959,Negative,-1,-1,16.312,16.47,9335,0.063,38359,0.01,2,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
1998,460.086,16.356,67,459.0787,TRUE,Cpd 1998: 16.356,460.866,,459.0787,Negative,-1,-1,16.329,16.429,1186,0.074,7747,0,3,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
1997,597.3241,16.356,80,596.3168,TRUE,Cpd 1997: 16.356,597.825,,596.3168,Negative,-1,-1,16.287,16.487,2022,0.102,18279,0,3,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
1996,397.9786,16.356,66.9,396.9713,TRUE,Cpd 1996: 16.356,398.0541,,396.9713,Negative,-1,-1,16.279,16.445,11352,0.072,46073,0.01,2,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
1995,617.9747,16.355,80,616.9674,TRUE,Cpd 1995: 16.355,618.0732,,616.9674,Negative,-1,-1,16.304,16.578,558108,0.059,2056270,0.56,2,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
1994,645.9854,16.354,100,644.9781,TRUE,Cpd 1994: 16.354,646.7029,,644.9781,Negative,-1,-1,16.279,16.437,6055,0.066,37408,0.01,4,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
1993,601.9806,16.354,85.4,600.9733,TRUE,Cpd 1993: 16.354,602.0973,,600.9733,Negative,-1,-1,16.237,16.562,152958,0.067,610088,0.17,3,1,,410,19,NZ_180709_s06.d,Find by Molecular Feature
