Show/Hide,Cpd,File,ID Source,Name,Formula,Saturated,RT,m/z,Mass,Score,Score (Lib),Score (DB),Score (MFG),RT Diff (Tgt),"Diff (Tgt, ppm)","Diff (DB, ppm)","Diff (MFG, ppm)",Polarity,Ions,Height,Area,Vol,Hits (DB),Algorithm,Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt)
TRUE,25,SLZ_200313_10.d,,,,,0.688,374.9776,375.9848,,,,,,,,,Negative,6,23596,,272560,,Find by Molecular Feature,,,,39.1,,,,,
TRUE,26,SLZ_200313_10.d,,,,,0.688,383.9862,384.9935,,,,,,,,,Negative,3,92920,,435027,,Find by Molecular Feature,,,,59.2,,,,,
TRUE,27,SLZ_200313_10.d,,,,,0.69,532.8562,533.8635,,,,,,,,,Negative,2,4515,,35957,,Find by Molecular Feature,,,,31.1,,,,,
TRUE,28,SLZ_200313_10.d,,,,,0.692,458.989,459.9963,,,,,,,,,Negative,3,7678,,46101,,Find by Molecular Feature,,,,51.3,,,,,
TRUE,29,SLZ_200313_10.d,,,,,0.694,352.9964,354.0037,,,,,,,,,Negative,4,32019,,337542,,Find by Molecular Feature,,,,57.6,,,,,
TRUE,30,SLZ_200313_10.d,,,,,0.695,405.9684,406.9756,,,,,,,,,Negative,3,43278,,231077,,Find by Molecular Feature,,,,60,,,,,
TRUE,31,SLZ_200313_10.d,,,,,0.696,525.9159,526.9232,,,,,,,,,Negative,2,2399,,44785,,Find by Molecular Feature,,,,32.1,,,,,
TRUE,32,SLZ_200313_10.d,,,,,0.697,432.8929,433.9002,,,,,,,,,Negative,3,11692,,100900,,Find by Molecular Feature,,,,51,,,,,
TRUE,33,SLZ_200313_10.d,,,,,0.698,456.8961,915.8067,,,,,,,,,Negative,3,3582,,39389,,Find by Molecular Feature,,,,53.4,,,,,
TRUE,34,SLZ_200313_10.d,,,,,0.699,414.9699,415.9771,,,,,,,,,Negative,4,5624,,70087,,Find by Molecular Feature,,,,44.3,,,,,
TRUE,35,SLZ_200313_10.d,,,,,0.701,380.9372,763.889,,,,,,,,,Negative,4,10865,,84560,,Find by Molecular Feature,,,,46.9,,,,,
TRUE,36,SLZ_200313_10.d,,,,,0.702,391.0039,392.0112,,,,,,,,,Negative,3,25162,,151707,,Find by Molecular Feature,,,,38.6,,,,,
TRUE,37,SLZ_200313_10.d,,,,,0.707,463.9704,464.9776,,,,,,,,,Negative,2,7474,,71665,,Find by Molecular Feature,,,,32.4,,,,,
TRUE,38,SLZ_200313_10.d,,,,,0.71,364.9069,365.9142,,,,,,,,,Negative,3,18022,,162530,,Find by Molecular Feature,,,,35,,,,,
TRUE,39,SLZ_200313_10.d,,,,,0.711,496.969,497.9763,,,,,,,,,Negative,4,7294,,95438,,Find by Molecular Feature,,,,35,,,,,
TRUE,40,SLZ_200313_10.d,,,,,0.718,602.9281,603.9354,,,,,,,,,Negative,5,4388,,59941,,Find by Molecular Feature,,,,49.8,,,,,
TRUE,41,SLZ_200313_10.d,,,,,0.728,562.939,563.9463,,,,,,,,,Negative,2,5980,,50020,,Find by Molecular Feature,,,,32.2,,,,,
TRUE,42,SLZ_200313_10.d,,,,,0.736,388.869,12086.1646,,,,,,,,,Negative,4,3943,,73869,,Find by Molecular Feature,,,,31.2,,,,,
TRUE,43,SLZ_200313_10.d,,,,,0.785,506.8394,507.8466,,,,,,,,,Negative,3,44121,,539834,,Find by Molecular Feature,,,,35,,,,,
TRUE,44,SLZ_200313_10.d,,,,,0.807,741.8598,2971.4684,,,,,,,,,Negative,2,3381,,50940,,Find by Molecular Feature,,,,42.4,,,,,
TRUE,45,SLZ_200313_10.d,,,,,0.831,688.7559,2069.2895,,,,,,,,,Negative,2,6214,,59844,,Find by Molecular Feature,,,,30.5,,,,,
TRUE,46,SLZ_200313_10.d,,,,,0.837,427.5725,1285.7392,,,,,,,,,Negative,2,1342,,30589,,Find by Molecular Feature,,,,38,,,,,
TRUE,47,SLZ_200313_10.d,,,,,0.86,805.9842,806.9919,,,,,,,,,Negative,5,38799,,1036360,,Find by Molecular Feature,,,,35,,,,,
TRUE,48,SLZ_200313_10.d,,,,,0.864,1238.0065,1239.0137,,,,,,,,,Negative,3,11208,,248865,,Find by Molecular Feature,,,,48,,,,,
TRUE,49,SLZ_200313_10.d,,,,,0.888,426.0688,854.1519,,,,,,,,,Negative,6,131957,,1219622,,Find by Molecular Feature,,,,39.9,,,,,
TRUE,50,SLZ_200313_10.d,,,,,0.896,941.9585,942.9658,,,,,,,,,Negative,3,9844,,149417,,Find by Molecular Feature,,,,74.3,,,,,
TRUE,51,SLZ_200313_10.d,,,,,0.896,875.1243,876.1316,,,,,,,,,Negative,4,20171,,171185,,Find by Molecular Feature,,,,44.8,,,,,
TRUE,52,SLZ_200313_10.d,,,,S,0.91,1033.9882,1034.9954,,,,,,,,,Negative,6,4956355,,133564344,,Find by Molecular Feature,,,,51.9,,,,,
TRUE,53,SLZ_200313_10.d,,,,,0.918,712.038,713.0453,,,,,,,,,Negative,3,16984,,93799,,Find by Molecular Feature,,,,41.8,,,,,
TRUE,54,SLZ_200313_10.d,,,,,0.922,898.1101,899.1174,,,,,,,,,Negative,3,2404,,49019,,Find by Molecular Feature,,,,40.2,,,,,
TRUE,55,SLZ_200313_10.d,,,,,0.922,533.0164,534.0237,,,,,,,,,Negative,2,5033,,36420,,Find by Molecular Feature,,,,59.8,,,,,
TRUE,56,SLZ_200313_10.d,,,,,0.923,668.0743,669.0816,,,,,,,,,Negative,2,38626,,207026,,Find by Molecular Feature,,,,31.2,,,,,
TRUE,57,SLZ_200313_10.d,,,,,0.924,377.0331,756.0808,,,,,,,,,Negative,2,4573,,48994,,Find by Molecular Feature,,,,35.8,,,,,
TRUE,58,SLZ_200313_10.d,,,,,0.927,466.0508,934.1162,,,,,,,,,Negative,3,25703,,174627,,Find by Molecular Feature,,,,37.5,,,,,
TRUE,59,SLZ_200313_10.d,,,,,0.928,690.0562,691.0634,,,,,,,,,Negative,3,28630,,165041,,Find by Molecular Feature,,,,46.9,,,,,
TRUE,60,SLZ_200313_10.d,,,,,0.931,365.0249,732.0644,,,,,,,,,Negative,3,5296,,127175,,Find by Molecular Feature,,,,35,,,,,
TRUE,61,SLZ_200313_10.d,,,,,0.937,368.0365,369.0438,,,,,,,,,Negative,3,34937,,222685,,Find by Molecular Feature,,,,45.7,,,,,
TRUE,62,SLZ_200313_10.d,,,,,0.94,588.1085,589.1157,,,,,,,,,Negative,2,2868,,22082,,Find by Molecular Feature,,,,35.3,,,,,
TRUE,63,SLZ_200313_10.d,,,,,0.942,1017.0791,509.0436,,,,,,,,,Negative,3,11705,,237446,,Find by Molecular Feature,,,,36.3,,,,,
TRUE,64,SLZ_200313_10.d,,,,,0.942,464.5502,931.1151,,,,,,,,,Negative,3,3363,,33909,,Find by Molecular Feature,,,,37,,,,,
TRUE,65,SLZ_200313_10.d,,,,,0.943,558.0195,1118.0536,,,,,,,,,Negative,5,9999,,76867,,Find by Molecular Feature,,,,56.8,,,,,
TRUE,66,SLZ_200313_10.d,,,,,0.945,497.0463,498.053,,,,,,,,,Negative,3,26364,,346620,,Find by Molecular Feature,,,,35.5,,,,,
TRUE,67,SLZ_200313_10.d,,,,,0.945,486.0541,974.1226,,,,,,,,,Negative,7,144422,,1365362,,Find by Molecular Feature,,,,53.8,,,,,
TRUE,68,SLZ_200313_10.d,,,,,0.951,506.0575,1014.1287,,,,,,,,,Negative,6,36922,,316979,,Find by Molecular Feature,,,,46.3,,,,,
TRUE,69,SLZ_200313_10.d,,,,,0.957,932.1041,1866.2227,,,,,,,,,Negative,3,4352,,38850,,Find by Molecular Feature,,,,59.5,,,,,
TRUE,70,SLZ_200313_10.d,,,,,0.958,411.3736,1237.1427,,,,,,,,,Negative,5,12775,,159384,,Find by Molecular Feature,,,,60,,,,,
TRUE,71,SLZ_200313_10.d,,,,,0.959,578.0045,1158.0235,,,,,,,,,Negative,7,3685,,62683,,Find by Molecular Feature,,,,40.6,,,,,
TRUE,72,SLZ_200313_10.d,,,,,0.96,757.0461,758.0534,,,,,,,,,Negative,3,10224,,59895,,Find by Molecular Feature,,,,35,,,,,
TRUE,73,SLZ_200313_10.d,,,,,0.962,940.0929,1882.2004,,,,,,,,,Negative,5,10223,,154075,,Find by Molecular Feature,,,,35,,,,,
TRUE,74,SLZ_200313_10.d,,,,,0.966,556.0482,557.0555,,,,,,,,,Negative,3,22734,,213514,,Find by Molecular Feature,,,,46.8,,,,,
TRUE,75,SLZ_200313_10.d,,,,,0.966,735.0645,736.0717,,,,,,,,,Negative,2,19309,,112217,,Find by Molecular Feature,,,,38.3,,,,,
TRUE,76,SLZ_200313_10.d,,,,,0.966,779.0277,780.035,,,,,,,,,Negative,2,4971,,32243,,Find by Molecular Feature,,,,37.5,,,,,
TRUE,77,SLZ_200313_10.d,,,,,0.966,544.0096,1090.0338,,,,,,,,,Negative,2,3684,,33739,,Find by Molecular Feature,,,,32.6,,,,,
TRUE,78,SLZ_200313_10.d,,,,,0.968,713.0837,714.091,,,,,,,,,Negative,2,39253,,251756,,Find by Molecular Feature,,,,49.5,,,,,
TRUE,79,SLZ_200313_10.d,,,,,0.969,1037.1529,1038.1601,,,,,,,,,Negative,3,2819,,42774,,Find by Molecular Feature,,,,45.5,,,,,
TRUE,80,SLZ_200313_10.d,,,,,0.971,918.1091,1838.2329,,,,,,,,,Negative,6,23943,,267002,,Find by Molecular Feature,,,,31.5,,,,,
TRUE,81,SLZ_200313_10.d,,,,,0.971,691.1012,692.1085,,,,,,,,,Negative,4,84817,,493101,,Find by Molecular Feature,,,,35,,,,,
TRUE,82,SLZ_200313_10.d,,,,,0.972,528.5581,529.5654,,,,,,,,,Negative,2,5730,,37963,,Find by Molecular Feature,,,,31.5,,,,,
TRUE,83,SLZ_200313_10.d,,,,,0.972,612.1355,1839.4285,,,,,,,,,Negative,2,1816,,16006,,Find by Molecular Feature,,,,30.4,,,,,
TRUE,84,SLZ_200313_10.d,,,,,0.972,538.0401,1078.0978,,,,,,,,,Negative,7,4987,,129720,,Find by Molecular Feature,,,,73.2,,,,,
TRUE,85,SLZ_200313_10.d,,,,,0.973,425.709,426.7162,,,,,,,,,Negative,3,68778,,438130,,Find by Molecular Feature,,,,60,,,,,
TRUE,86,SLZ_200313_10.d,,,,,0.974,457.055,1832.2491,,,,,,,,,Negative,3,4452,,43267,,Find by Molecular Feature,,,,47.9,,,,,
TRUE,87,SLZ_200313_10.d,,,,,0.974,837.9786,838.9858,,,,,,,,,Negative,3,1827,,19113,,Find by Molecular Feature,,,,42.3,,,,,
TRUE,88,SLZ_200313_10.d,,,,,0.975,754.0145,1510.0435,,,,,,,,,Negative,3,1782,,22525,,Find by Molecular Feature,,,,33.1,,,,,
TRUE,89,SLZ_200313_10.d,,,,,0.976,737.0438,738.051,,,,,,,,,Negative,3,4111,,67406,,Find by Molecular Feature,,,,68.5,,,,,
TRUE,90,SLZ_200313_10.d,,,,,0.976,400.0021,802.017,,,,,,,,,Negative,5,3809,,51789,,Find by Molecular Feature,,,,35,,,,,
TRUE,91,SLZ_200313_10.d,,,,,0.976,469.0543,940.1232,,,,,,,,,Negative,3,10876,,110611,,Find by Molecular Feature,,,,42.9,,,,,
TRUE,92,SLZ_200313_10.d,,,,,0.978,516.0429,1034.1003,,,,,,,,,Negative,2,16813,,108910,,Find by Molecular Feature,,,,37.8,,,,,
TRUE,93,SLZ_200313_10.d,,,,,0.978,430.5339,863.0819,,,,,,,,,Negative,6,18018,,217540,,Find by Molecular Feature,,,,46.6,,,,,
TRUE,94,SLZ_200313_10.d,,,,,0.979,794.0139,795.0211,,,,,,,,,Negative,3,3729,,30908,,Find by Molecular Feature,,,,35,,,,,
TRUE,95,SLZ_200313_10.d,,,,,0.979,705.536,1413.0857,,,,,,,,,Negative,6,5837,,150867,,Find by Molecular Feature,,,,75.3,,,,,
TRUE,96,SLZ_200313_10.d,,,,,0.979,517.5697,1037.154,,,,,,,,,Negative,3,29642,,208277,,Find by Molecular Feature,,,,35,,,,,
TRUE,97,SLZ_200313_10.d,,,,,0.98,958.1222,1918.259,,,,,,,,,Negative,4,6098,,63164,,Find by Molecular Feature,,,,46.1,,,,,
TRUE,98,SLZ_200313_10.d,,,,,0.981,478.0592,958.1324,,,,,,,,,Negative,5,113509,,1231773,,Find by Molecular Feature,,,,55,,,,,
TRUE,99,SLZ_200313_10.d,,,,,0.981,947.6326,1897.2798,,,,,,,,,Negative,3,6142,,58758,,Find by Molecular Feature,,,,42.7,,,,,
TRUE,100,SLZ_200313_10.d,,,,,0.981,929.1002,1860.215,,,,,,,,,Negative,5,17585,,182094,,Find by Molecular Feature,,,,35,,,,,
TRUE,101,SLZ_200313_10.d,,,,,0.982,925.6507,1853.316,,,,,,,,,Negative,3,4282,,37406,,Find by Molecular Feature,,,,35.6,,,,,
TRUE,102,SLZ_200313_10.d,,,,,0.982,951.0851,1904.1847,,,,,,,,,Negative,4,9018,,77104,,Find by Molecular Feature,,,,33.6,,,,,
TRUE,103,SLZ_200313_10.d,,,,,0.982,907.118,1816.2505,,,,,,,,,Negative,13,39371,,526203,,Find by Molecular Feature,,,,35,,,,,
TRUE,104,SLZ_200313_10.d,,,,,0.983,447.5598,1794.2686,,,,,,,,,Negative,21,322904,,4700913,,Find by Molecular Feature,,,,35,,,,,
TRUE,105,SLZ_200313_10.d,,,,,0.984,439.0447,1320.1556,,,,,,,,,Negative,11,97366,,935269,,Find by Molecular Feature,,,,35,,,,,
TRUE,106,SLZ_200313_10.d,,,,,0.984,413.0396,1242.1416,,,,,,,,,Negative,6,5030,,59270,,Find by Molecular Feature,,,,45,,,,,
TRUE,107,SLZ_200313_10.d,,,,,0.984,419.0493,1260.1698,,,,,,,,,Negative,2,8642,,71747,,Find by Molecular Feature,,,,32.5,,,,,
TRUE,108,SLZ_200313_10.d,,,,,0.985,798.5607,1599.136,,,,,,,,,Negative,5,8739,,81293,,Find by Molecular Feature,,,,31.5,,,,,
TRUE,109,SLZ_200313_10.d,,,,,0.985,784.6182,1571.2509,,,,,,,,,Negative,3,4502,,33635,,Find by Molecular Feature,,,,30.6,,,,,
TRUE,110,SLZ_200313_10.d,,,,,0.985,559.7396,1682.2407,,,,,,,,,Negative,4,11510,,128762,,Find by Molecular Feature,,,,33.8,,,,,
TRUE,111,SLZ_200313_10.d,,,,,0.986,809.5525,1621.1195,,,,,,,,,Negative,3,5430,,56422,,Find by Molecular Feature,,,,42.6,,,,,
TRUE,112,SLZ_200313_10.d,,,,,0.986,772.03,773.0372,,,,,,,,,Negative,2,3030,,27141,,Find by Molecular Feature,,,,35.2,,,,,
TRUE,113,SLZ_200313_10.d,,,,,0.986,820.5441,1643.1028,,,,,,,,,Negative,3,4092,,47784,,Find by Molecular Feature,,,,40,,,,,
TRUE,114,SLZ_200313_10.d,,,,,0.986,773.1295,1548.2736,,,,,,,,,Negative,3,5571,,39341,,Find by Molecular Feature,,,,30.7,,,,,
TRUE,115,SLZ_200313_10.d,,,,,0.987,787.57,1577.1545,,,,,,,,,Negative,7,13112,,133365,,Find by Molecular Feature,,,,35,,,,,
TRUE,116,SLZ_200313_10.d,,,,,0.987,769.5076,1541.0297,,,,,,,,,Negative,3,1396,,35814,,Find by Molecular Feature,,,,40.5,,,,,
TRUE,117,SLZ_200313_10.d,,,,,0.987,754.5972,1511.2087,,,,,,,,,Negative,10,52760,,493318,,Find by Molecular Feature,,,,35,,,,,
TRUE,118,SLZ_200313_10.d,,,,,0.987,515.7266,516.7339,,,,,,,,,Negative,2,3250,,18292,,Find by Molecular Feature,,,,51.1,,,,,
TRUE,119,SLZ_200313_10.d,,,,,0.987,1023.0744,2048.1633,,,,,,,,,Negative,4,7006,,87310,,Find by Molecular Feature,,,,56.5,,,,,
TRUE,120,SLZ_200313_10.d,,,,,0.987,765.5881,1533.1905,,,,,,,,,Negative,12,35664,,358672,,Find by Molecular Feature,,,,36.8,,,,,
TRUE,121,SLZ_200313_10.d,,,,,0.987,776.5792,1555.1727,,,,,,,,,Negative,10,23132,,213440,,Find by Molecular Feature,,,,33.7,,,,,
TRUE,122,SLZ_200313_10.d,,,,,0.988,729.0296,730.0369,,,,,,,,,Negative,2,2498,,19307,,Find by Molecular Feature,,,,38.4,,,,,
TRUE,123,SLZ_200313_10.d,,,,,0.988,388.3667,389.3739,,,,,,,,,Negative,3,9773,,76580,,Find by Molecular Feature,,,,35.5,,,,,
TRUE,124,SLZ_200313_10.d,,,,,0.989,495.4019,1489.2283,,,,,,,,,Negative,22,301098,,4656150,,Find by Molecular Feature,,,,35,,,,,
TRUE,125,SLZ_200313_10.d,,,,,0.989,458.0632,1377.2073,,,,,,,,,Negative,7,30269,,357629,,Find by Molecular Feature,,,,33.8,,,,,
TRUE,126,SLZ_200313_10.d,,,,,0.989,489.0538,980.12,,,,,,,,,Negative,4,41734,,478284,,Find by Molecular Feature,,,,48.6,,,,,
TRUE,127,SLZ_200313_10.d,,,,,0.99,938.1265,1878.2675,,,,,,,,,Negative,4,6236,,57913,,Find by Molecular Feature,,,,35.4,,,,,
TRUE,128,SLZ_200313_10.d,,,,,0.99,1040.0933,2082.2011,,,,,,,,,Negative,5,13777,,195972,,Find by Molecular Feature,,,,48.3,,,,,
TRUE,129,SLZ_200313_10.d,,,,,0.991,422.4831,846.9803,,,,,,,,,Negative,4,8276,,64784,,Find by Molecular Feature,,,,56.6,,,,,
TRUE,130,SLZ_200313_10.d,,,,,0.991,1084.553,2171.1205,,,,,,,,,Negative,3,2466,,24862,,Find by Molecular Feature,,,,40.4,,,,,
TRUE,131,SLZ_200313_10.d,,,,,0.991,438.0723,878.1591,,,,,,,,,Negative,2,3314,,22277,,Find by Molecular Feature,,,,33.2,,,,,
TRUE,132,SLZ_200313_10.d,,,,,0.992,817.078,818.0853,,,,,,,,,Negative,4,2280,,50636,,Find by Molecular Feature,,,,46,,,,,
TRUE,133,SLZ_200313_10.d,,,,,0.992,388.6989,389.7062,,,,,,,,,Negative,3,6674,,40087,,Find by Molecular Feature,,,,35,,,,,
TRUE,134,SLZ_200313_10.d,,,,,0.993,1273.1528,1274.1601,,,,,,,,,Negative,5,2054,,39015,,Find by Molecular Feature,,,,35,,,,,
TRUE,135,SLZ_200313_10.d,,,,,0.993,723.0263,1448.0672,,,,,,,,,Negative,5,3304,,60351,,Find by Molecular Feature,,,,35,,,,,
TRUE,136,SLZ_200313_10.d,,,,,0.993,998.129,1998.2726,,,,,,,,,Negative,10,13720,,331675,,Find by Molecular Feature,,,,60,,,,,
TRUE,137,SLZ_200313_10.d,,,,,0.993,517.0258,518.0331,,,,,,,,,Negative,3,88811,,571962,,Find by Molecular Feature,,,,56.6,,,,,
TRUE,138,SLZ_200313_10.d,,,,,0.994,674.0623,675.0696,,,,,,,,,Negative,5,170895,,975944,,Find by Molecular Feature,,,,60,,,,,
TRUE,139,SLZ_200313_10.d,,,,,0.994,652.0801,653.0874,,,,,,,,,Negative,4,345351,,1874971,,Find by Molecular Feature,,,,60,,,,,
TRUE,140,SLZ_200313_10.d,,,,,0.994,718.0263,719.0336,,,,,,,,,Negative,2,35704,,232192,,Find by Molecular Feature,,,,39,,,,,
TRUE,141,SLZ_200313_10.d,,,,,0.994,637.5622,638.5694,,,,,,,,,Negative,5,26120,,236375,,Find by Molecular Feature,,,,61.6,,,,,
TRUE,142,SLZ_200313_10.d,,,,,0.994,696.0445,697.0518,,,,,,,,,Negative,3,63645,,371237,,Find by Molecular Feature,,,,36.9,,,,,
TRUE,143,SLZ_200313_10.d,,,,,0.995,740.0087,741.016,,,,,,,,,Negative,4,15302,,132484,,Find by Molecular Feature,,,,54.3,,,,,
TRUE,144,SLZ_200313_10.d,,,,,0.996,1266.1425,2534.2996,,,,,,,,,Negative,3,2614,,33948,,Find by Molecular Feature,,,,59,,,,,
TRUE,145,SLZ_200313_10.d,,,,,0.996,961.1017,962.1113,,,,,,,,,Negative,4,6080,,106045,,Find by Molecular Feature,,,,32.2,,,,,
TRUE,146,SLZ_200313_10.d,,,,,0.997,746.505,1495.0245,,,,,,,,,Negative,5,2478,,67427,,Find by Molecular Feature,,,,53.3,,,,,
TRUE,147,SLZ_200313_10.d,,,,,0.997,540.0525,541.0598,,,,,,,,,Negative,3,137664,,782118,,Find by Molecular Feature,,,,36,,,,,
TRUE,148,SLZ_200313_10.d,,,,,0.997,611.0081,14688.3678,,,,,,,,,Negative,4,6193,,64293,,Find by Molecular Feature,,,,60,,,,,
TRUE,149,SLZ_200313_10.d,,,,,0.998,767.5859,1537.1863,,,,,,,,,Negative,7,2948,,51785,,Find by Molecular Feature,,,,36.4,,,,,
TRUE,150,SLZ_200313_10.d,,,,,0.998,1287.1485,1288.1557,,,,,,,,,Negative,3,2229,,28250,,Find by Molecular Feature,,,,32.5,,,,,
TRUE,151,SLZ_200313_10.d,,,,,0.998,572.1131,573.1204,,,,,,,,,Negative,3,11784,,74925,,Find by Molecular Feature,,,,35,,,,,
TRUE,152,SLZ_200313_10.d,,,,,0.998,464.4904,930.9954,,,,,,,,,Negative,2,1995,,14744,,Find by Molecular Feature,,,,37.1,,,,,
TRUE,153,SLZ_200313_10.d,,,,,0.998,621.5728,1245.1601,,,,,,,,,Negative,4,6895,,70943,,Find by Molecular Feature,,,,38.8,,,,,
TRUE,154,SLZ_200313_10.d,,,,,0.998,722.0003,723.0082,,,,,,,,,Negative,3,4054,,26898,,Find by Molecular Feature,,,,31.4,,,,,
TRUE,155,SLZ_200313_10.d,,,,,0.999,583.0616,1168.1377,,,,,,,,,Negative,4,7323,,119887,,Find by Molecular Feature,,,,40.1,,,,,
TRUE,156,SLZ_200313_10.d,,,,,0.999,684.0551,685.0624,,,,,,,,,Negative,3,10893,,128851,,Find by Molecular Feature,,,,80.3,,,,,
TRUE,157,SLZ_200313_10.d,,,,,0.999,1346.1361,1347.1434,,,,,,,,,Negative,3,3854,,52531,,Find by Molecular Feature,,,,89.8,,,,,
TRUE,158,SLZ_200313_10.d,,,,,0.999,553.0145,1108.0435,,,,,,,,,Negative,3,6236,,76808,,Find by Molecular Feature,,,,60.9,,,,,
TRUE,159,SLZ_200313_10.d,,,,,0.999,1052.0805,2106.1756,,,,,,,,,Negative,5,1981,,42092,,Find by Molecular Feature,,,,35.2,,,,,
TRUE,160,SLZ_200313_10.d,,,,,0.999,1032.0849,2066.1843,,,,,,,,,Negative,3,3030,,40838,,Find by Molecular Feature,,,,33.7,,,,,
TRUE,161,SLZ_200313_10.d,,,,,0.999,396.3732,397.3805,,,,,,,,,Negative,3,13919,,71130,,Find by Molecular Feature,,,,35,,,,,
TRUE,162,SLZ_200313_10.d,,,,,0.999,402.373,403.3803,,,,,,,,,Negative,3,2440,,28764,,Find by Molecular Feature,,,,39.6,,,,,
TRUE,163,SLZ_200313_10.d,,,,,1,761.0067,1524.028,,,,,,,,,Negative,5,4672,,77275,,Find by Molecular Feature,,,,56.8,,,,,
TRUE,164,SLZ_200313_10.d,,,,,1,453.0553,908.1252,,,,,,,,,Negative,4,9798,,115675,,Find by Molecular Feature,,,,35,,,,,
TRUE,165,SLZ_200313_10.d,,,,,1,531.0327,1064.0799,,,,,,,,,Negative,5,11857,,217672,,Find by Molecular Feature,,,,49.9,,,,,
TRUE,166,SLZ_200313_10.d,,,,,1,414.3799,415.3872,,,,,,,,,Negative,3,8897,,59127,,Find by Molecular Feature,,,,38.6,,,,,
