Cpd,Mass,Avg Mass,RT,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
1534,6982.9731,6985.9303,12.155,35975,80,774.8786,TRUE,Cpd 1534: 12.155,,775.0965,Negative,-9,-9,12.079,12.228,1929,0.073,0,7,1,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1518,6976.0365,6982.6572,12.134,185655,80,633.1779,TRUE,Cpd 1518: 12.134,,633.8106,Negative,-11,-11,11.945,12.303,3583,0.132,0.02,15,1,,412,1,NZ_180830_s25.d,Find by Molecular Feature
1524,6974.9162,6979.6066,12.154,105325,80,696.4843,TRUE,Cpd 1524: 12.154,,697.0913,Negative,-10,-10,11.97,12.295,3116,0.124,0.01,9,1,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1543,6963.0056,6965.292,12.157,183964,100,772.66,TRUE,Cpd 1543: 12.157,,772.7709,Negative,-9,-9,12.07,12.262,9940,0.084,0.02,10,1,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1530,6959.9844,6964.5621,12.154,1685420,89.4,694.9906,TRUE,Cpd 1530: 12.154,0.0123,695.3934,Negative,-10,-12,12.004,12.345,42104,0.107,0.22,36,3,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1546,6958.0219,6961.2269,12.158,43799,80,772.1063,TRUE,Cpd 1546: 12.158,,772.5483,Negative,-9,-9,12.079,12.237,5744,0.078,0.01,5,1,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1536,6937.9853,6941.5914,12.155,2321373,100,692.7912,TRUE,Cpd 1536: 12.155,0.0088,693.0915,Negative,-8,-14,11.97,12.328,44269,0.087,0.3,69,7,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1535,6848.953,6852.8091,12.155,125666,80,683.8869,TRUE,Cpd 1535: 12.155,0.0309,684.1871,Negative,-9,-10,12.037,12.253,3242,0.091,0.02,21,2,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1541,6825.9497,6829.5844,12.157,298940,80,681.5893,TRUE,Cpd 1541: 12.157,0.0403,681.8892,Negative,-9,-11,11.962,12.303,5537,0.098,0.04,28,3,,414,30,NZ_180830_s25.d,Find by Molecular Feature
1573,6810.9785,6813.6185,12.31,32514,80,2269.3189,TRUE,Cpd 1573: 12.310,,2269.9864,Negative,-3,-3,12.237,12.412,1393,0.093,0,6,1,,423,1,NZ_180830_s25.d,Find by Molecular Feature
1572,6804.9642,6808.8708,12.302,285953,100,679.487,TRUE,Cpd 1572: 12.302,0.0328,679.788,Negative,-9,-11,12.07,12.462,4529,0.113,0.04,31,3,,422,5,NZ_180830_s25.d,Find by Molecular Feature
1571,6788.9947,6792.3854,12.298,406735,80,677.8922,TRUE,Cpd 1571: 12.298,0.0191,678.0927,Negative,-3,-10,12.095,12.495,5227,0.115,0.05,44,6,,422,5,NZ_180830_s25.d,Find by Molecular Feature
1569,6783.5805,6791.0671,12.295,281793,80,615.6819,TRUE,Cpd 1569: 12.295,,616.4471,Negative,-11,-11,12.104,12.445,6650,0.123,0.04,17,1,,422,5,NZ_180830_s25.d,Find by Molecular Feature
1570,6767.0137,6770.416,12.296,4576892,100,614.1758,TRUE,Cpd 1570: 12.296,0.0064,614.4484,Negative,-3,-13,12.087,12.512,66699,0.121,0.59,100,11,,422,5,NZ_180830_s25.d,Find by Molecular Feature
1389,6660.8693,6664.726,10.479,148683,80,554.0638,TRUE,Cpd 1389: 10.479,0.035,554.399,Negative,-10,-12,10.305,10.68,2991,0.107,0.02,17,2,,373,1,NZ_180830_s25.d,Find by Molecular Feature
1398,6636.943,6639.3697,10.589,44648,80,602.3521,TRUE,Cpd 1398: 10.589,0.0619,602.5293,Negative,-10,-11,10.505,10.68,1834,0.088,0.01,12,2,,378,1,NZ_180830_s25.d,Find by Molecular Feature
1397,6635.8732,6638.555,10.582,49416,80,551.9822,TRUE,Cpd 1397: 10.582,,552.1517,Negative,-12,-12,10.505,10.68,2692,0.091,0.01,6,1,,377,2,NZ_180830_s25.d,Find by Molecular Feature
1568,6631.9535,6634.8845,12.295,129131,80,662.1874,TRUE,Cpd 1568: 12.295,0.0458,662.4891,Negative,-9,-11,12.087,12.47,3405,0.117,0.02,16,3,,422,5,NZ_180830_s25.d,Find by Molecular Feature
1502,6481.9299,6484.5504,11.912,26368,80,2159.636,TRUE,Cpd 1502: 11.912,,2160.3035,Negative,-3,-3,11.854,11.995,1341,0.071,0,6,1,,406,1,NZ_180830_s25.d,Find by Molecular Feature
1503,6459.9441,6463.0354,11.919,108151,80,2152.3111,TRUE,Cpd 1503: 11.919,0.0175,2152.977,Negative,-3,-11,11.745,12.062,2001,0.091,0.01,23,3,,407,2,NZ_180830_s25.d,Find by Molecular Feature
1394,6440.7771,6443.5697,10.505,21405,80,2145.9184,TRUE,Cpd 1394: 10.505,,2146.9192,Negative,-3,-3,10.422,10.571,830,0.082,0,7,1,,375,1,NZ_180830_s25.d,Find by Molecular Feature
1504,6437.9769,6441.1194,11.923,2315485,100,642.7914,TRUE,Cpd 1504: 11.923,0.0236,643.089,Negative,-3,-11,11.712,12.162,44133,0.122,0.3,70,9,,407,2,NZ_180830_s25.d,Find by Molecular Feature
1391,6419.7847,6422.0775,10.493,105101,82.7,712.3017,TRUE,Cpd 1391: 10.493,0.0341,712.4133,Negative,-4,-9,10.322,10.696,4249,0.111,0.01,13,2,,374,4,NZ_180830_s25.d,Find by Molecular Feature
1393,6418.8088,6421.8542,10.5,40149,80,2138.5956,TRUE,Cpd 1393: 10.500,,2139.594,Negative,-3,-3,10.372,10.588,1622,0.106,0.01,8,1,,374,4,NZ_180830_s25.d,Find by Molecular Feature
1392,6396.8076,6399.8528,10.495,1416716,100,709.7498,TRUE,Cpd 1392: 10.495,0.0117,709.9714,Negative,-3,-11,10.288,10.73,25411,0.109,0.18,70,9,,374,4,NZ_180830_s25.d,Find by Molecular Feature
1418,6388.7998,6391.2291,10.736,21452,80,2128.5927,TRUE,Cpd 1418: 10.736,,2129.598,Negative,-3,-3,10.655,10.813,1041,0.081,0,6,1,,384,4,NZ_180830_s25.d,Find by Molecular Feature
1377,6382.7994,6385.3565,10.337,177673,99.7,2126.5925,TRUE,Cpd 1377: 10.337,,2127.2597,Negative,-3,-3,10.072,10.58,3392,0.224,0.02,6,1,,366,12,NZ_180830_s25.d,Find by Molecular Feature
1416,6366.8449,6369.5597,10.734,56675,80,2121.2654,TRUE,Cpd 1416: 10.734,0.0343,2121.9345,Negative,-3,-11,10.58,10.863,1331,0.107,0.01,14,2,,384,4,NZ_180830_s25.d,Find by Molecular Feature
1369,6360.8188,6363.8855,10.334,402888,99.7,2119.2656,TRUE,Cpd 1369: 10.334,,2119.9329,Negative,-3,-3,10.014,10.621,6686,0.223,0.05,10,1,,366,12,NZ_180830_s25.d,Find by Molecular Feature
1346,6354.8025,6358.9473,10.33,1513898,99.6,634.4731,TRUE,Cpd 1346: 10.330,0.006,634.672,Negative,-3,-10,10.097,10.555,15512,0.149,0.19,67,7,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1304,6354.7926,6357.882,10.169,201218,80,705.0819,TRUE,Cpd 1304: 10.169,0.0239,705.415,Negative,-7,-12,10.03,10.263,4095,0.096,0.03,27,4,,357,7,NZ_180830_s25.d,Find by Molecular Feature
1375,6353.8571,6358.8022,10.336,1583072,80,576.6166,TRUE,Cpd 1375: 10.336,0.0193,576.8831,Negative,-9,-12,10.105,10.53,13174,0.145,0.2,39,3,,366,12,NZ_180830_s25.d,Find by Molecular Feature
1378,6349.8486,6351.1649,10.345,92409,86.2,633.9776,TRUE,Cpd 1378: 10.345,,634.0778,Negative,-10,-10,10.222,10.438,4725,0.102,0.01,4,1,,367,2,NZ_180830_s25.d,Find by Molecular Feature
1417,6344.8348,6347.8659,10.735,716227,80,633.4762,TRUE,Cpd 1417: 10.735,0.0085,633.6764,Negative,-4,-12,10.563,11.013,9054,0.105,0.09,61,8,,384,4,NZ_180830_s25.d,Find by Molecular Feature
1415,6343.8543,6345.2491,10.734,9253,80,2113.6108,TRUE,Cpd 1415: 10.734,,2114.2727,Negative,-3,-3,10.646,10.805,1040,0.088,0,3,1,,384,4,NZ_180830_s25.d,Find by Molecular Feature
1298,6339.8342,6341.0544,10.158,97815,86.1,2112.2708,TRUE,Cpd 1298: 10.158,0,2112.6042,Negative,-3,-5,10.022,10.23,3609,0.1,0.01,7,2,,356,2,NZ_180830_s25.d,Find by Molecular Feature
1357,6339.8297,6342.1944,10.331,3748049,100,632.9755,TRUE,Cpd 1357: 10.331,0.0042,633.0758,Negative,-10,-11,10.18,10.53,79894,0.111,0.48,18,2,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1365,6338.8339,6341.9186,10.333,3629849,100,703.3075,TRUE,Cpd 1365: 10.333,0.0047,703.5293,Negative,-3,-9,10.08,10.621,39366,0.14,0.46,59,6,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1350,6336.849,6341.5327,10.33,681558,80,527.0635,TRUE,Cpd 1350: 10.330,,527.395,Negative,-12,-12,10.122,10.555,19097,0.116,0.09,13,1,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1329,6334.835,6339.7834,10.322,790900,88.3,790.8465,TRUE,Cpd 1329: 10.322,0.0158,791.5962,Negative,-3,-13,10.105,10.488,22730,0.11,0.1,32,4,,364,4,NZ_180830_s25.d,Find by Molecular Feature
1360,6333.8379,6335.7235,10.332,213954,80,702.7524,TRUE,Cpd 1360: 10.332,0.0124,702.9762,Negative,-5,-9,10.163,10.505,5399,0.162,0.03,14,3,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1363,6332.8153,6336.8788,10.332,1252751,95.7,632.2746,TRUE,Cpd 1363: 10.332,0.0068,632.8763,Negative,-10,-11,10.13,10.547,32103,0.143,0.16,14,2,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1303,6318.846,6320.6486,10.169,160140,86.4,1052.1337,TRUE,Cpd 1303: 10.169,,1052.1337,Negative,-6,-6,10.03,10.238,7554,0.094,0.02,8,1,,357,7,NZ_180830_s25.d,Find by Molecular Feature
1300,6317.8447,6319.8883,10.164,2149811,82.3,630.7771,TRUE,Cpd 1300: 10.164,0.0122,630.8771,Negative,-4,-13,10.03,10.23,82001,0.09,0.28,19,3,,357,7,NZ_180830_s25.d,Find by Molecular Feature
1351,6316.8541,6320.0115,10.33,72694952,100,630.6785,TRUE,Cpd 1351: 10.330,0.0059,630.8772,Negative,-3,-12,10.097,10.613,851441,0.109,9.3,126,10,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1301,6316.8438,6319.9575,10.167,3205948,87,573.2516,TRUE,Cpd 1301: 10.167,0.0047,573.5244,Negative,-5,-12,9.972,10.23,45827,0.093,0.41,53,5,,357,7,NZ_180830_s25.d,Find by Molecular Feature
1342,6315.8167,6319.7126,10.329,804280,80,484.8247,TRUE,Cpd 1342: 10.329,0.0151,485.0581,Negative,-13,-14,10.188,10.455,27853,0.097,0.1,17,2,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1382,6300.8576,6302.8025,10.408,93101,80,629.0797,TRUE,Cpd 1382: 10.408,0.045,629.2787,Negative,-9,-10,10.288,10.563,2946,0.112,0.01,9,2,,369,1,NZ_180830_s25.d,Find by Molecular Feature
1344,6271.8454,6276.4768,10.329,150592,80,626.1773,TRUE,Cpd 1344: 10.329,,626.5775,Negative,-10,-10,10.139,10.472,3876,0.116,0.02,11,1,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1347,6269.8133,6275.5924,10.33,178284,80,568.9757,TRUE,Cpd 1347: 10.330,,569.5236,Negative,-11,-11,10.155,10.488,5447,0.11,0.02,11,1,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1358,6227.7926,6230.2408,10.331,90152,80,690.9697,TRUE,Cpd 1358: 10.331,,691.0896,Negative,-9,-9,10.097,10.505,4437,0.122,0.01,8,1,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1353,6205.8068,6208.431,10.33,527977,100,563.157,TRUE,Cpd 1353: 10.330,,563.2486,Negative,-11,-11,10.072,10.522,18948,0.107,0.07,13,1,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1356,6204.8101,6207.8734,10.331,658104,100,688.4161,TRUE,Cpd 1356: 10.331,0.0061,688.6388,Negative,-7,-9,10.213,10.472,26305,0.091,0.08,18,2,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1349,6203.8282,6207.7672,10.33,941373,80,619.3758,TRUE,Cpd 1349: 10.330,0.0271,619.6742,Negative,-8,-10,10.188,10.538,28764,0.096,0.12,22,2,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1501,6197.8799,6200.9384,11.845,40003,91.5,2064.9527,TRUE,Cpd 1501: 11.845,,2065.6223,Negative,-3,-3,11.762,11.937,1707,0.087,0.01,8,1,,405,6,NZ_180830_s25.d,Find by Molecular Feature
1352,6181.7978,6184.8539,10.33,4330192,100,560.9746,TRUE,Cpd 1352: 10.330,0.0042,561.1561,Negative,-7,-11,10.18,10.497,86904,0.092,0.55,42,4,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1345,6180.7928,6184.9477,10.329,396190,88.7,514.0588,TRUE,Cpd 1345: 10.329,0.0033,514.3092,Negative,-8,-12,10.247,10.438,10856,0.081,0.05,24,2,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1500,6175.9048,6178.7699,11.842,73444,80,2057.6277,TRUE,Cpd 1500: 11.842,,2058.2951,Negative,-3,-3,11.754,11.945,2828,0.094,0.01,8,1,,405,6,NZ_180830_s25.d,Find by Molecular Feature
1497,6169.8863,6172.8622,11.84,210992,80,684.5349,TRUE,Cpd 1497: 11.840,0.0175,684.7581,Negative,-8,-10,11.646,11.987,4424,0.108,0.03,24,3,,405,6,NZ_180830_s25.d,Find by Molecular Feature
1499,6153.93,6156.9125,11.842,366548,100,682.7632,TRUE,Cpd 1499: 11.842,0.0094,682.9838,Negative,-3,-9,11.596,12.004,5146,0.108,0.05,29,4,,405,6,NZ_180830_s25.d,Find by Molecular Feature
1319,6134.7022,6136.0668,10.228,12732,100,2043.8934,TRUE,Cpd 1319: 10.228,,2044.2323,Negative,-3,-3,10.18,10.28,1053,0.059,0,4,1,,361,6,NZ_180830_s25.d,Find by Molecular Feature
1496,6131.9364,6134.8976,11.837,3353132,100,680.319,TRUE,Cpd 1496: 11.837,0.0071,680.5413,Negative,-3,-11,11.654,11.995,54825,0.105,0.43,76,9,,405,6,NZ_180830_s25.d,Find by Molecular Feature
1320,6111.7284,6114.2041,10.228,32140,100,2036.2355,TRUE,Cpd 1320: 10.228,,2036.9046,Negative,-3,-3,10.139,10.28,2151,0.07,0,6,1,,361,6,NZ_180830_s25.d,Find by Molecular Feature
1322,6105.7139,6108.5524,10.229,203570,96.8,677.4062,TRUE,Cpd 1322: 10.229,0.011,677.6273,Negative,-8,-10,10.097,10.405,4519,0.091,0.03,21,3,,361,6,NZ_180830_s25.d,Find by Molecular Feature
1337,6091.8012,6095.1381,10.328,118294,90.5,608.1728,TRUE,Cpd 1337: 10.328,,608.5708,Negative,-10,-10,10.172,10.48,2726,0.118,0.02,9,1,,365,33,NZ_180830_s25.d,Find by Molecular Feature
1324,6090.7575,6092.1585,10.234,15591,98.4,1217.1442,TRUE,Cpd 1324: 10.234,,1217.3425,Negative,-5,-5,10.172,10.28,1224,0.071,0,4,1,,361,6,NZ_180830_s25.d,Find by Molecular Feature
1321,6089.7332,6092.5358,10.228,269458,80,760.2086,TRUE,Cpd 1321: 10.228,0.0111,760.4609,Negative,-3,-8,10.089,10.338,4931,0.091,0.03,34,5,,361,6,NZ_180830_s25.d,Find by Molecular Feature
1328,6069.747,6072.6866,10.319,112693,81.1,550.7879,TRUE,Cpd 1328: 10.319,,551.0657,Negative,-11,-11,10.188,10.455,4256,0.126,0.01,8,1,,363,3,NZ_180830_s25.d,Find by Molecular Feature
1323,6067.7586,6070.7178,10.234,3913040,100,673.1882,TRUE,Cpd 1323: 10.234,0.0048,673.4107,Negative,-3,-10,10.014,10.48,54825,0.121,0.5,69,8,,361,6,NZ_180830_s25.d,Find by Molecular Feature
1388,6054.783,6057.5354,10.442,46706,94.1,2017.2537,TRUE,Cpd 1388: 10.442,,2017.9256,Negative,-3,-3,10.372,10.555,1890,0.099,0.01,7,1,,372,1,NZ_180830_s25.d,Find by Molecular Feature
1296,6050.7477,6051.7943,10.13,50372,91.5,549.0593,TRUE,Cpd 1296: 10.130,0.0198,549.1507,Negative,-3,-11,10.055,10.255,1003,0.073,0.01,19,6,,355,2,NZ_180830_s25.d,Find by Molecular Feature
1297,6049.7541,6052.4479,10.132,386204,80,603.9668,TRUE,Cpd 1297: 10.132,0.0255,604.1685,Negative,-8,-10,10.014,10.338,8847,0.102,0.05,19,3,,355,2,NZ_180830_s25.d,Find by Molecular Feature
1387,6032.8056,6035.4654,10.43,245084,99.8,2009.9278,TRUE,Cpd 1387: 10.430,0.0143,2010.5955,Negative,-3,-8,10.322,10.571,3224,0.095,0.03,38,6,,371,1,NZ_180830_s25.d,Find by Molecular Feature
1383,6031.837,6035.8779,10.418,144242,80,602.1764,TRUE,Cpd 1383: 10.418,,602.4731,Negative,-10,-10,10.288,10.596,4367,0.122,0.02,11,1,,370,4,NZ_180830_s25.d,Find by Molecular Feature
1386,6030.7874,6035.3748,10.422,123100,80,669.0802,TRUE,Cpd 1386: 10.422,,669.4153,Negative,-9,-9,10.23,10.555,3437,0.112,0.02,10,1,,370,4,NZ_180830_s25.d,Find by Molecular Feature
1413,6012.8161,6014.1064,10.637,32488,92.9,545.6124,TRUE,Cpd 1413: 10.637,,545.6124,Negative,-11,-11,10.588,10.721,2725,0.07,0,4,1,,382,1,NZ_180830_s25.d,Find by Molecular Feature
1385,6010.8221,6013.7718,10.421,4183990,100,600.0752,TRUE,Cpd 1385: 10.421,0.0069,600.275,Negative,-3,-12,10.222,10.655,39506,0.104,0.54,94,10,,370,4,NZ_180830_s25.d,Find by Molecular Feature
1281,5987.7914,5990.3604,10.043,128463,87.7,747.4663,TRUE,Cpd 1281: 10.043,0.012,747.7163,Negative,-8,-10,9.93,10.197,2570,0.104,0.02,20,3,,351,1,NZ_180830_s25.d,Find by Molecular Feature
1486,5913.8448,5915.5555,11.749,17150,80,1970.2743,TRUE,Cpd 1486: 11.749,,1970.6052,Negative,-3,-3,11.662,11.837,1004,0.09,0,4,1,,403,13,NZ_180830_s25.d,Find by Molecular Feature
1484,5891.8614,5894.668,11.747,42880,80,1962.9465,TRUE,Cpd 1484: 11.747,,1963.6148,Negative,-3,-3,11.662,11.854,1588,0.097,0.01,7,1,,403,13,NZ_180830_s25.d,Find by Molecular Feature
1384,5875.7746,5878.684,10.418,184761,85.9,586.5685,TRUE,Cpd 1384: 10.418,0.0321,586.7694,Negative,-9,-10,10.238,10.646,3752,0.117,0.02,16,2,,370,4,NZ_180830_s25.d,Find by Molecular Feature
1269,5872.7205,5875.3817,9.979,45323,88.6,586.2648,TRUE,Cpd 1269: 9.979,,586.4635,Negative,-10,-10,9.914,10.08,2677,0.076,0.01,7,1,,349,2,NZ_180830_s25.d,Find by Molecular Feature
1491,5847.9024,5850.5631,11.751,286428,100,1948.2925,TRUE,Cpd 1491: 11.751,0.0131,1948.9604,Negative,-3,-10,11.621,11.912,5176,0.106,0.04,37,6,,403,13,NZ_180830_s25.d,Find by Molecular Feature
1493,5825.9117,5828.8687,11.751,3225051,100,646.3162,TRUE,Cpd 1493: 11.751,0.0048,646.539,Negative,-3,-11,11.487,11.92,59226,0.111,0.41,77,9,,403,13,NZ_180830_s25.d,Find by Molecular Feature
1282,5810.6548,5812.4161,10.075,13470,80,1935.8777,TRUE,Cpd 1282: 10.075,,1936.5414,Negative,-3,-3,10.005,10.13,1062,0.073,0,4,1,,352,3,NZ_180830_s25.d,Find by Molecular Feature
1284,5788.6665,5791.0731,10.078,32844,80,1928.5482,TRUE,Cpd 1284: 10.078,,1929.2151,Negative,-3,-3,10.005,10.155,1484,0.08,0,6,1,,352,3,NZ_180830_s25.d,Find by Molecular Feature
1283,5766.6902,5769.4801,10.076,65397,100,1921.2228,TRUE,Cpd 1283: 10.076,,1921.8879,Negative,-3,-3,9.964,10.18,2617,0.091,0.01,8,1,,352,3,NZ_180830_s25.d,Find by Molecular Feature
1326,5760.7201,5764.2577,10.312,118062,80,639.0727,TRUE,Cpd 1326: 10.312,,639.4077,Negative,-9,-9,10.18,10.422,3828,0.119,0.02,9,1,,363,3,NZ_180830_s25.d,Find by Molecular Feature
1288,5760.6745,5763.5889,10.085,240420,80,719.0766,TRUE,Cpd 1288: 10.085,0.0131,719.3273,Negative,-7,-9,9.997,10.23,6554,0.107,0.03,20,3,,353,5,NZ_180830_s25.d,Find by Molecular Feature
