Cpd,Mass,Avg Mass,RT,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
1455,6822.0257,6825.379,12.046,836640,100,681.1958,TRUE,Cpd 1455: 12.046,0.0142,681.4959,Negative,-3,-12,11.819,12.26,14163,0.109,0.11,60,8,,359,5,NZ_180830_s28.d,Find by Molecular Feature
1453,6821.0514,6825.523,12.044,349713,80,619.0883,TRUE,Cpd 1453: 12.044,,619.45,Negative,-11,-11,11.943,12.218,11376,0.11,0.05,12,1,,359,5,NZ_180830_s28.d,Find by Molecular Feature
1361,6740.9482,6743.6829,10.63,83534,80,611.8062,TRUE,Cpd 1361: 10.630,,611.9855,Negative,-11,-11,10.536,10.753,3263,0.09,0.01,8,1,,329,2,NZ_180830_s28.d,Find by Molecular Feature
1362,6739.9279,6742.9128,10.632,129996,80,672.9856,TRUE,Cpd 1362: 10.632,0.0027,673.1859,Negative,-9,-12,10.461,10.761,4066,0.091,0.02,20,3,,329,2,NZ_180830_s28.d,Find by Molecular Feature
1373,6713.9388,6717.0667,10.756,66392,80,670.3855,TRUE,Cpd 1373: 10.756,0.017,670.7879,Negative,-10,-12,10.645,10.869,1978,0.085,0.01,15,2,,335,1,NZ_180830_s28.d,Find by Molecular Feature
40,6647.2284,6648.5682,0.576,56619,80,948.5968,TRUE,Cpd 40: 0.576,,948.8693,Negative,-7,-7,0.461,0.67,5977,0.081,0.01,3,1,,2,40,NZ_180830_s28.d,Find by Molecular Feature
1460,6584.9449,6586.5164,12.162,12467,97,2193.9743,TRUE,Cpd 1460: 12.162,,2193.9743,Negative,-3,-3,12.11,12.227,882,0.064,0,5,1,,362,3,NZ_180830_s28.d,Find by Molecular Feature
1459,6560.9592,6563.6619,12.16,31440,80,2185.9791,TRUE,Cpd 1459: 12.160,,2186.6472,Negative,-3,-3,12.027,12.235,1709,0.09,0,6,1,,362,3,NZ_180830_s28.d,Find by Molecular Feature
1461,6538.9757,6541.9288,12.172,118560,80,2178.6514,TRUE,Cpd 1461: 12.172,0.0155,2179.3194,Negative,-3,-8,12.027,12.385,2197,0.104,0.02,22,3,,363,1,NZ_180830_s28.d,Find by Molecular Feature
1464,6536.9493,6541.8483,12.18,94432,80,725.3204,TRUE,Cpd 1464: 12.180,,725.6567,Negative,-9,-9,11.985,12.318,3046,0.109,0.01,11,1,,364,4,NZ_180830_s28.d,Find by Molecular Feature
1370,6518.8251,6520.6636,10.684,21736,80,2171.9344,TRUE,Cpd 1370: 10.684,,2172.6022,Negative,-3,-3,10.62,10.761,1325,0.084,0,4,1,,333,5,NZ_180830_s28.d,Find by Molecular Feature
1462,6516.9906,6520.2324,12.178,1896420,100,723.1031,TRUE,Cpd 1462: 12.178,0.0084,723.3246,Negative,-3,-12,12.002,12.376,22138,0.111,0.25,77,9,,364,4,NZ_180830_s28.d,Find by Molecular Feature
1369,6496.8374,6499.6494,10.683,194869,88.1,720.8626,TRUE,Cpd 1369: 10.683,0.0172,721.0864,Negative,-3,-9,10.47,10.844,4021,0.1,0.03,25,4,,333,5,NZ_180830_s28.d,Find by Molecular Feature
1278,6483.8197,6485.2716,10.406,25159,80,2160.266,TRUE,Cpd 1278: 10.406,,2160.6006,Negative,-3,-3,10.295,10.461,1552,0.099,0,4,1,,315,6,NZ_180830_s28.d,Find by Molecular Feature
1372,6483.8157,6485.6736,10.719,14464,89.6,2160.2646,TRUE,Cpd 1372: 10.719,,2160.6053,Negative,-3,-3,10.653,10.794,937,0.08,0,5,1,,334,2,NZ_180830_s28.d,Find by Molecular Feature
1366,6475.8609,6476.9168,10.678,24706,100,1294.1649,TRUE,Cpd 1366: 10.678,,1294.3672,Negative,-5,-5,10.611,10.794,1977,0.087,0,3,1,,333,5,NZ_180830_s28.d,Find by Molecular Feature
1367,6474.8545,6477.9326,10.679,1906772,100,718.4205,TRUE,Cpd 1367: 10.679,0.0079,718.6432,Negative,-3,-10,10.42,10.869,33249,0.101,0.26,60,8,,333,5,NZ_180830_s28.d,Find by Molecular Feature
1365,6473.8747,6477.8325,10.675,73457,80,587.5268,TRUE,Cpd 1365: 10.675,,587.8889,Negative,-11,-11,10.536,10.836,2474,0.106,0.01,9,1,,332,1,NZ_180830_s28.d,Find by Molecular Feature
1371,6463.8476,6465.1406,10.716,16651,80,2153.6086,TRUE,Cpd 1371: 10.716,,2153.6086,Negative,-3,-3,10.653,10.803,958,0.093,0,4,1,,334,2,NZ_180830_s28.d,Find by Molecular Feature
1281,6460.8457,6463.4229,10.449,100616,80,2152.608,TRUE,Cpd 1281: 10.449,,2153.2745,Negative,-3,-3,10.195,10.653,2539,0.225,0.01,6,1,,318,2,NZ_180830_s28.d,Find by Molecular Feature
1276,6451.8646,6455.831,10.402,56670,80,715.8666,TRUE,Cpd 1276: 10.402,,716.2017,Negative,-9,-9,10.262,10.561,2067,0.121,0.01,9,1,,315,6,NZ_180830_s28.d,Find by Molecular Feature
1277,6448.8354,6455.932,10.405,203201,80,643.8763,TRUE,Cpd 1277: 10.405,,644.482,Negative,-10,-10,10.253,10.561,4494,0.132,0.03,15,1,,315,6,NZ_180830_s28.d,Find by Molecular Feature
1341,6438.8669,6442.0858,10.466,1201206,83.5,642.8794,TRUE,Cpd 1341: 10.466,0.0059,643.0787,Negative,-3,-11,10.203,10.761,7637,0.168,0.16,67,8,,321,6,NZ_180830_s28.d,Find by Molecular Feature
1392,6422.8762,6426.0495,10.871,299214,80,641.2799,TRUE,Cpd 1392: 10.871,0.0094,641.5814,Negative,-6,-11,10.703,11.028,6311,0.095,0.04,36,5,,341,3,NZ_180830_s28.d,Find by Molecular Feature
1259,6417.8791,6419.8127,10.31,261571,82.7,1603.4633,TRUE,Cpd 1259: 10.310,0.0105,1603.7137,Negative,-4,-12,10.112,10.378,5678,0.106,0.04,16,3,,311,6,NZ_180830_s28.d,Find by Molecular Feature
1288,6417.8752,6420.1087,10.457,383774,80,1068.6387,TRUE,Cpd 1288: 10.457,0.0123,1068.8055,Negative,-5,-13,10.262,10.628,11434,0.132,0.05,20,3,,319,9,NZ_180830_s28.d,Find by Molecular Feature
1338,6416.8842,6420.0447,10.465,8175817,100,640.6814,TRUE,Cpd 1338: 10.465,0.0062,640.8806,Negative,-3,-10,10.22,10.744,104612,0.132,1.1,71,7,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1257,6416.8813,6419.6925,10.306,383509,87,711.9798,TRUE,Cpd 1257: 10.306,0.0069,712.2007,Negative,-3,-9,10.103,10.378,7677,0.106,0.05,15,2,,311,6,NZ_180830_s28.d,Find by Molecular Feature
1301,6412.9063,6414.9267,10.46,2440932,100,581.983,TRUE,Cpd 1301: 10.460,0.0165,582.527,Negative,-6,-11,10.262,10.703,60242,0.123,0.33,24,5,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1318,6411.9186,6418.9166,10.462,469213,80,533.3193,TRUE,Cpd 1318: 10.462,,533.8998,Negative,-12,-12,10.262,10.67,11948,0.119,0.06,15,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1291,6410.897,6412.6485,10.458,111465,99.5,711.3146,TRUE,Cpd 1291: 10.458,,711.6471,Negative,-9,-9,10.203,10.661,4050,0.181,0.01,4,1,,319,9,NZ_180830_s28.d,Find by Molecular Feature
1317,6407.8728,6409.1901,10.461,32039,94.7,532.9807,TRUE,Cpd 1317: 10.461,0.0345,532.9807,Negative,-4,-12,10.303,10.553,1558,0.078,0,8,2,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1299,6396.3979,6397.3817,10.46,28335,80,2131.1275,TRUE,Cpd 1299: 10.460,0.0164,2131.4616,Negative,-3,-4,10.411,10.645,2850,0.057,0,5,2,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1256,6395.8916,6396.6887,10.306,3041827,85.3,638.5818,TRUE,Cpd 1256: 10.306,0.001,638.5818,Negative,-10,-11,10.153,10.361,101972,0.095,0.41,6,2,,311,6,NZ_180830_s28.d,Find by Molecular Feature
1324,6394.9004,6398.1171,10.463,98203984,100,638.4825,TRUE,Cpd 1324: 10.463,0.0076,638.6817,Negative,-3,-14,10.07,10.786,1233553,0.114,13.17,134,11,S,320,49,NZ_180830_s28.d,Find by Molecular Feature
1261,6394.8843,6398.1119,10.313,1550558,87,709.5354,TRUE,Cpd 1261: 10.313,,709.8695,Negative,-9,-9,10.162,10.37,50880,0.095,0.21,13,1,,311,6,NZ_180830_s28.d,Find by Molecular Feature
1320,6393.886,6397.8145,10.462,531197,80,490.8301,TRUE,Cpd 1320: 10.462,,491.0616,Negative,-13,-13,10.253,10.62,20303,0.102,0.07,11,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1335,6390.0643,6393.1669,10.465,60962,80,531.4981,TRUE,Cpd 1335: 10.465,,531.8194,Negative,-12,-12,10.295,10.57,6494,0.113,0.01,5,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1332,6374.9852,6380.2068,10.465,141162,80,636.4912,TRUE,Cpd 1332: 10.465,,636.879,Negative,-10,-10,10.286,10.586,4884,0.09,0.02,11,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
132,6365.1884,6366.4993,0.6,33284,80,794.6413,TRUE,Cpd 132: 0.600,,794.8983,Negative,-8,-8,0.536,0.678,2602,0.085,0,3,1,,5,34,NZ_180830_s28.d,Find by Molecular Feature
1155,6353.8573,6356.5625,9.546,157003,80,704.9774,TRUE,Cpd 1155: 9.546,0.0123,705.1985,Negative,-8,-10,9.412,9.662,4064,0.092,0.02,16,3,,277,4,NZ_180830_s28.d,Find by Molecular Feature
1282,6302.8516,6304.7362,10.449,31821,80,524.2304,TRUE,Cpd 1282: 10.449,,524.4153,Negative,-12,-12,10.295,10.553,4436,0.123,0,4,1,,318,2,NZ_180830_s28.d,Find by Molecular Feature
1246,6295.8035,6299.0702,10.282,182147,80,628.5732,TRUE,Cpd 1246: 10.282,0.007,628.7735,Negative,-10,-11,10.103,10.395,4346,0.098,0.02,18,2,,309,5,NZ_180830_s28.d,Find by Molecular Feature
1330,6281.8313,6285.5968,10.464,696876,89,627.1761,TRUE,Cpd 1330: 10.464,0.0214,627.5768,Negative,-8,-12,10.311,10.603,12476,0.088,0.09,38,4,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1253,6277.8477,6281.8214,10.293,62320,80,569.7061,TRUE,Cpd 1253: 10.293,,569.8877,Negative,-11,-11,10.17,10.411,1674,0.116,0.01,9,1,,310,7,NZ_180830_s28.d,Find by Molecular Feature
1234,6277.8295,6280.1249,10.155,114727,80,626.7759,TRUE,Cpd 1234: 10.155,0.0032,627.0777,Negative,-9,-10,10.028,10.32,3097,0.106,0.02,11,2,,302,2,NZ_180830_s28.d,Find by Molecular Feature
1303,6276.9211,6284.9685,10.46,254204,80,569.6219,TRUE,Cpd 1303: 10.460,,570.3417,Negative,-11,-11,10.27,10.628,9254,0.108,0.03,16,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1322,6259.8401,6262.9442,10.463,5160674,100,624.9768,TRUE,Cpd 1322: 10.463,0.0051,625.1765,Negative,-7,-13,10.27,10.703,80413,0.092,0.69,59,6,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1310,6258.8161,6262.7713,10.461,232986,80,520.5607,TRUE,Cpd 1310: 10.461,,520.8129,Negative,-12,-12,10.361,10.603,9194,0.094,0.03,11,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1321,6243.1976,6246.545,10.462,109443,80,623.3125,TRUE,Cpd 1321: 10.462,,623.5776,Negative,-10,-10,10.253,10.57,5153,0.104,0.01,9,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1443,6231.9004,6234.5356,11.78,34733,80,2076.2929,TRUE,Cpd 1443: 11.780,,2076.9622,Negative,-3,-3,11.702,11.893,1709,0.098,0,6,1,,356,8,NZ_180830_s28.d,Find by Molecular Feature
1270,6212.7571,6214.5142,10.383,12382,83.5,2069.9117,TRUE,Cpd 1270: 10.383,,2070.2444,Negative,-3,-3,10.345,10.42,1125,0.045,0,5,1,,313,2,NZ_180830_s28.d,Find by Molecular Feature
1441,6209.9261,6212.8496,11.778,78259,100,2068.9673,TRUE,Cpd 1441: 11.778,0.0125,2069.6357,Negative,-3,-8,11.619,11.893,2068,0.104,0.01,14,2,,356,8,NZ_180830_s28.d,Find by Molecular Feature
1439,6208.9577,6212.6867,11.772,54721,80,619.8885,TRUE,Cpd 1439: 11.772,,620.1858,Negative,-10,-10,11.669,11.91,2154,0.091,0.01,9,1,,355,2,NZ_180830_s28.d,Find by Molecular Feature
1449,6187.9538,6189.4578,11.973,51293,97.5,686.5432,TRUE,Cpd 1449: 11.973,0.0049,686.7654,Negative,-8,-9,11.91,12.06,3440,0.088,0.01,5,2,,357,1,NZ_180830_s28.d,Find by Molecular Feature
1440,6187.9385,6190.9481,11.773,1757012,100,617.7866,TRUE,Cpd 1440: 11.773,0.0045,617.9865,Negative,-3,-11,11.602,11.985,22162,0.106,0.24,69,9,,355,2,NZ_180830_s28.d,Find by Molecular Feature
1274,6167.7949,6170.9811,10.4,555090,98.9,684.3032,TRUE,Cpd 1274: 10.400,0.0077,684.5248,Negative,-4,-9,10.203,10.57,17552,0.101,0.07,32,4,,315,6,NZ_180830_s28.d,Find by Molecular Feature
1273,6166.7988,6170.6859,10.4,106083,80,769.8426,TRUE,Cpd 1273: 10.400,,770.2159,Negative,-8,-8,10.311,10.57,4409,0.097,0.01,9,1,,315,6,NZ_180830_s28.d,Find by Molecular Feature
1242,6146.8031,6148.2517,10.245,641948,100,681.9707,TRUE,Cpd 1242: 10.245,0.0037,682.0823,Negative,-3,-10,10.112,10.32,24444,0.096,0.09,20,6,,307,1,NZ_180830_s28.d,Find by Molecular Feature
1275,6145.8047,6148.8324,10.402,6510282,100,681.86,TRUE,Cpd 1275: 10.402,0.0051,682.0824,Negative,-3,-13,10.17,10.661,170148,0.099,0.87,86,10,,315,6,NZ_180830_s28.d,Find by Molecular Feature
1247,6127.7857,6130.4111,10.284,211336,100,556.0643,TRUE,Cpd 1247: 10.284,0.0149,556.2481,Negative,-3,-11,10.212,10.453,3295,0.08,0.03,38,6,,309,5,NZ_180830_s28.d,Find by Molecular Feature
1248,6126.753,6130.7867,10.284,337897,80,611.668,TRUE,Cpd 1248: 10.284,,611.9715,Negative,-10,-10,10.128,10.42,15170,0.09,0.05,11,1,,309,5,NZ_180830_s28.d,Find by Molecular Feature
1325,6124.7812,6128.1966,10.463,418507,82.9,679.5233,TRUE,Cpd 1325: 10.463,0.0076,679.7463,Negative,-8,-10,10.353,10.603,7290,0.087,0.06,29,3,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1298,6123.807,6127.7226,10.459,76960,80,555.7025,TRUE,Cpd 1298: 10.459,,556.0638,Negative,-11,-11,10.378,10.586,2591,0.091,0.01,9,1,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1216,6087.8131,6090.5351,10.042,125235,80,607.7737,TRUE,Cpd 1216: 10.042,0.0084,608.0753,Negative,-3,-10,9.962,10.195,2418,0.095,0.02,20,3,,297,7,NZ_180830_s28.d,Find by Molecular Feature
1214,6065.8327,6068.7623,10.041,1266318,100,605.5758,TRUE,Cpd 1214: 10.041,0.007,605.7765,Negative,-3,-10,9.845,10.262,20348,0.108,0.17,62,8,,297,7,NZ_180830_s28.d,Find by Molecular Feature
1211,6065.1019,6068.5625,10.039,275556,94.6,550.3656,TRUE,Cpd 1211: 10.039,,550.6144,Negative,-11,-11,9.937,10.22,8695,0.109,0.04,11,1,,297,7,NZ_180830_s28.d,Find by Molecular Feature
1279,6010.7346,6013.9957,10.431,192053,80,666.8525,TRUE,Cpd 1279: 10.431,0.0174,667.1871,Negative,-8,-11,10.328,10.578,3539,0.102,0.03,25,3,,316,1,NZ_180830_s28.d,Find by Molecular Feature
1238,5990.7714,5992.6012,10.216,42857,95,664.634,TRUE,Cpd 1238: 10.216,,664.7452,Negative,-9,-9,10.145,10.336,2563,0.101,0.01,5,1,,304,3,NZ_180830_s28.d,Find by Molecular Feature
1292,5989.6926,5992.5736,10.458,48805,80,664.5147,TRUE,Cpd 1292: 10.458,0.006,664.7486,Negative,-9,-11,10.336,10.545,2622,0.092,0.01,16,2,,320,49,NZ_180830_s28.d,Find by Molecular Feature
1429,5970.8163,5972.6275,11.69,14123,80,1989.2648,TRUE,Cpd 1429: 11.690,,1990.2735,Negative,-3,-3,11.635,11.752,1071,0.067,0,4,1,,353,6,NZ_180830_s28.d,Find by Molecular Feature
1426,5948.8558,5951.3922,11.688,34150,80,1981.9446,TRUE,Cpd 1426: 11.688,,1982.6108,Negative,-3,-3,11.619,11.777,1922,0.08,0,6,1,,353,6,NZ_180830_s28.d,Find by Molecular Feature
1244,5928.7233,5930.4583,10.28,12170,82.9,1975.2338,TRUE,Cpd 1244: 10.280,,1975.5634,Negative,-3,-3,10.212,10.353,964,0.064,0,5,1,,309,5,NZ_180830_s28.d,Find by Molecular Feature
1427,5926.8609,5929.6293,11.69,61341,80,1974.613,TRUE,Cpd 1427: 11.690,,1975.2833,Negative,-3,-3,11.619,11.794,2594,0.087,0.01,7,1,,353,6,NZ_180830_s28.d,Find by Molecular Feature
1431,5905.8843,5907.6627,11.692,39336,80,842.6888,TRUE,Cpd 1431: 11.692,0.0125,842.9726,Negative,-4,-7,11.635,11.769,1217,0.069,0.01,14,3,,353,6,NZ_180830_s28.d,Find by Molecular Feature
1430,5904.8913,5907.5398,11.69,172577,96.1,1967.2898,TRUE,Cpd 1430: 11.690,0.0002,1967.956,Negative,-3,-8,11.51,11.81,3930,0.098,0.02,15,2,,353,6,NZ_180830_s28.d,Find by Molecular Feature
1245,5883.7492,5886.192,10.282,61410,100,1960.2425,TRUE,Cpd 1245: 10.282,,1960.91,Negative,-3,-3,10.12,10.386,2607,0.102,0.01,6,1,,309,5,NZ_180830_s28.d,Find by Molecular Feature
1428,5882.8973,5885.6636,11.69,2436562,100,652.6482,TRUE,Cpd 1428: 11.690,0.0041,652.9792,Negative,-3,-11,11.477,11.885,37012,0.127,0.33,64,9,,353,6,NZ_180830_s28.d,Find by Molecular Feature
1231,5870.7292,5873.0478,10.143,19513,80,1955.9024,TRUE,Cpd 1231: 10.143,,1956.5641,Negative,-3,-3,10.078,10.245,981,0.085,0,6,1,,301,5,NZ_180830_s28.d,Find by Molecular Feature
1250,5861.7644,5864.3602,10.292,369370,95.9,731.7132,TRUE,Cpd 1250: 10.292,0.0081,731.9623,Negative,-3,-8,10.045,10.436,5408,0.105,0.05,36,6,,310,7,NZ_180830_s28.d,Find by Molecular Feature
