Cpd,Mass,Avg Mass,RT,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
1732,7002.01,7009.6894,11.627,4811852,82.5,699.1937,TRUE,Cpd 1732: 11.627,,699.9921,Negative,-10,-10,11.482,11.857,117323,0.115,0.64,15,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1660,7002.0033,7003.8345,10.618,56278,80,874.2432,TRUE,Cpd 1660: 10.618,0.0009,874.4909,Negative,-5,-8,10.541,10.708,2031,0.082,0.01,9,2,,400,6,NZ_180830_s24.d,Find by Molecular Feature
1661,7000.9956,7004.3939,10.618,1097048,100,699.0926,TRUE,Cpd 1661: 10.618,0.0159,699.3925,Negative,-3,-12,10.433,10.758,24300,0.101,0.14,56,8,,400,6,NZ_180830_s24.d,Find by Molecular Feature
1724,6985.0207,6988.6455,11.625,58498820,100,697.4953,TRUE,Cpd 1724: 11.625,0.0117,697.7934,Negative,-3,-15,11.374,11.873,1196349,0.11,7.72,155,13,S,414,25,NZ_180830_s24.d,Find by Molecular Feature
1717,6974.0131,6977.1491,11.624,103450,91.3,696.394,TRUE,Cpd 1717: 11.624,,696.7958,Negative,-10,-10,11.482,11.765,3201,0.109,0.01,7,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1722,6926.8579,6929.6048,11.625,21480,80,768.6436,TRUE,Cpd 1722: 11.625,,768.7524,Negative,-9,-9,11.524,11.698,1017,0.079,0,7,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1733,6909.1723,6915.1679,11.627,270991,80,689.906,TRUE,Cpd 1733: 11.627,0.048,690.894,Negative,-9,-10,11.44,11.757,3275,0.116,0.04,26,2,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1729,6887.907,6891.9244,11.626,182681,80,764.3157,TRUE,Cpd 1729: 11.626,,764.6485,Negative,-9,-9,11.515,11.765,7039,0.083,0.02,11,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1713,6886.8675,6892.5943,11.622,322732,80,687.6795,TRUE,Cpd 1713: 11.622,,688.1852,Negative,-10,-10,11.39,11.79,7336,0.123,0.04,13,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1718,6871.9486,6876.6198,11.624,77997,80,623.7153,TRUE,Cpd 1718: 11.624,,624.0817,Negative,-11,-11,11.515,11.773,2747,0.089,0.01,11,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1730,6871.2131,6876.3237,11.627,269386,80,762.4608,TRUE,Cpd 1730: 11.627,,762.8777,Negative,-9,-9,11.465,11.773,9646,0.09,0.04,13,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1726,6869.9508,6876.2269,11.626,441689,82.6,685.9878,TRUE,Cpd 1726: 11.626,,686.5896,Negative,-10,-10,11.499,11.773,15439,0.092,0.06,13,1,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1721,6849.9594,6853.4003,11.625,2018357,100,683.9887,TRUE,Cpd 1721: 11.625,0.0128,684.2884,Negative,-8,-15,11.465,11.782,63351,0.08,0.27,61,7,,414,25,NZ_180830_s24.d,Find by Molecular Feature
1738,6736.8791,6740.022,11.63,68674,80,747.5357,TRUE,Cpd 1738: 11.630,0.019,747.9829,Negative,-8,-9,11.524,11.707,2713,0.095,0.01,12,2,,415,9,NZ_180830_s24.d,Find by Molecular Feature
1709,6715.8747,6720.3283,11.57,240360,80,745.2016,TRUE,Cpd 1709: 11.570,0.0151,745.6519,Negative,-9,-11,11.382,11.765,4021,0.119,0.03,22,2,,411,4,NZ_180830_s24.d,Find by Molecular Feature
1706,6714.861,6720.2206,11.563,340422,80,670.4788,TRUE,Cpd 1706: 11.563,,670.9857,Negative,-10,-10,11.39,11.765,9735,0.126,0.04,13,1,,411,4,NZ_180830_s24.d,Find by Molecular Feature
1707,6702.0673,6704.3667,11.566,119646,84.2,669.1995,TRUE,Cpd 1707: 11.566,,669.3901,Negative,-10,-10,11.449,11.657,5971,0.092,0.02,8,1,,411,4,NZ_180830_s24.d,Find by Molecular Feature
1704,6701.9677,6703.9653,11.55,28378,80,1674.484,TRUE,Cpd 1704: 11.550,0.0049,1674.9845,Negative,-3,-7,11.49,11.648,1021,0.056,0,16,3,,410,2,NZ_180830_s24.d,Find by Molecular Feature
1705,6679.9864,6682.1416,11.557,78870,100,1112.3224,TRUE,Cpd 1705: 11.557,0.0125,1112.6558,Negative,-3,-6,11.482,11.632,2305,0.067,0.01,16,3,,410,2,NZ_180830_s24.d,Find by Molecular Feature
1708,6678.984,6682.4064,11.568,1880785,100,666.8909,TRUE,Cpd 1708: 11.568,0.0169,667.1913,Negative,-4,-12,11.382,11.807,37302,0.103,0.25,65,7,,411,4,NZ_180830_s24.d,Find by Molecular Feature
1579,6533.807,6536.925,9.762,114687,80,652.3752,TRUE,Cpd 1579: 9.762,0.0375,652.6784,Negative,-10,-11,9.6,9.892,2990,0.108,0.02,15,2,,379,4,NZ_180830_s24.d,Find by Molecular Feature
1605,6384.6711,6387.849,9.994,132384,80,797.0768,TRUE,Cpd 1605: 9.994,0.0019,797.3273,Negative,-8,-9,9.85,10.125,2979,0.097,0.02,17,2,,385,4,NZ_180830_s24.d,Find by Molecular Feature
1702,6371.8558,6374.883,11.508,350415,80,636.1742,TRUE,Cpd 1702: 11.508,0.0496,636.2774,Negative,-8,-11,11.307,11.607,6375,0.094,0.05,28,4,,408,2,NZ_180830_s24.d,Find by Molecular Feature
1701,6355.9059,6358.2998,11.505,32157,80,2117.6319,TRUE,Cpd 1701: 11.505,0.0282,2118.3025,Negative,-3,-8,11.44,11.607,1544,0.07,0,10,2,,408,2,NZ_180830_s24.d,Find by Molecular Feature
1607,6346.729,6350.2488,9.996,743686,93.5,704.1847,TRUE,Cpd 1607: 9.996,0.0073,704.4073,Negative,-7,-10,9.808,10.158,14390,0.105,0.1,39,4,,385,4,NZ_180830_s24.d,Find by Molecular Feature
1703,6333.9577,6336.4656,11.514,1165403,95,632.3888,TRUE,Cpd 1703: 11.514,0.0172,632.5851,Negative,-3,-11,11.365,11.698,26666,0.103,0.15,57,9,,409,1,NZ_180830_s24.d,Find by Molecular Feature
1567,6333.734,6334.7569,9.715,11226,84.2,2110.2374,TRUE,Cpd 1567: 9.715,,2110.5674,Negative,-3,-3,9.634,9.8,834,0.097,0,3,1,,376,2,NZ_180830_s24.d,Find by Molecular Feature
1609,6331.7582,6333.1999,10.002,38412,89.1,1581.9358,TRUE,Cpd 1609: 10.002,0.0135,1582.4368,Negative,-4,-7,9.925,10.141,1149,0.076,0.01,15,4,,386,2,NZ_180830_s24.d,Find by Molecular Feature
1604,6330.757,6332.9292,9.991,70527,80,790.3367,TRUE,Cpd 1604: 9.991,0.0078,790.7118,Negative,-3,-8,9.808,10.133,1947,0.117,0.01,10,2,,385,4,NZ_180830_s24.d,Find by Molecular Feature
1608,6327.9094,6333.5739,10.001,198355,80,702.0938,TRUE,Cpd 1608: 10.001,,702.7427,Negative,-9,-9,9.833,10.133,5482,0.118,0.03,13,1,,386,2,NZ_180830_s24.d,Find by Molecular Feature
1558,6311.7386,6313.9839,9.682,41317,83,2102.9056,TRUE,Cpd 1558: 9.682,,2103.2363,Negative,-3,-3,9.6,9.833,1418,0.117,0.01,6,1,,373,7,NZ_180830_s24.d,Find by Molecular Feature
1606,6308.7771,6311.997,9.994,1548994,100,699.968,TRUE,Cpd 1606: 9.994,0.0094,700.1906,Negative,-3,-11,9.783,10.2,30911,0.11,0.2,77,9,,385,4,NZ_180830_s24.d,Find by Molecular Feature
1481,6306.7176,6307.6739,9.57,31505,84.5,899.9524,TRUE,Cpd 1481: 9.570,0.0005,899.9524,Negative,-5,-7,9.45,9.658,1901,0.092,0,6,2,,362,4,NZ_180830_s24.d,Find by Molecular Feature
1482,6305.7172,6307.3439,9.574,125198,85.7,787.2073,TRUE,Cpd 1482: 9.574,0.0111,787.3315,Negative,-4,-8,9.4,9.625,5557,0.109,0.02,11,4,,363,2,NZ_180830_s24.d,Find by Molecular Feature
1561,6305.7048,6307.6642,9.688,195608,100,787.2059,TRUE,Cpd 1561: 9.688,0.0111,787.457,Negative,-5,-8,9.625,9.808,5992,0.091,0.03,16,4,,374,2,NZ_180830_s24.d,Find by Molecular Feature
1551,6304.7168,6306.0865,9.658,358851,80,699.517,TRUE,Cpd 1551: 9.658,0.0034,699.8495,Negative,-9,-11,9.467,9.817,9917,0.139,0.05,13,3,,371,1,NZ_180830_s24.d,Find by Molecular Feature
1611,6292.7886,6298.0489,10.028,213299,80,698.1915,TRUE,Cpd 1611: 10.028,,698.6327,Negative,-9,-9,9.85,10.141,6844,0.104,0.03,13,1,,387,3,NZ_180830_s24.d,Find by Molecular Feature
1542,6288.755,6291.294,9.637,956344,80,697.7431,TRUE,Cpd 1542: 9.637,0.0092,697.9649,Negative,-3,-9,9.35,9.875,11951,0.164,0.13,34,6,,369,11,NZ_180830_s24.d,Find by Molecular Feature
1544,6274.7744,6276.0232,9.639,37116,91.7,1044.7885,TRUE,Cpd 1544: 9.639,,1044.7885,Negative,-6,-6,9.5,9.742,1602,0.134,0,4,1,,370,8,NZ_180830_s24.d,Find by Molecular Feature
1496,6273.7881,6275.8233,9.624,218023,87.8,2090.2554,TRUE,Cpd 1496: 9.624,,2090.5901,Negative,-3,-3,9.325,9.808,5999,0.188,0.03,7,1,,367,3,NZ_180830_s24.d,Find by Molecular Feature
1533,6267.7669,6270.2,9.634,1615862,86.4,568.7897,TRUE,Cpd 1533: 9.634,0.0015,568.9715,Negative,-6,-11,9.359,9.85,36515,0.152,0.21,14,2,,369,11,NZ_180830_s24.d,Find by Molecular Feature
1414,6267.7659,6269.5502,9.372,270915,93.7,695.4112,TRUE,Cpd 1414: 9.372,0.0059,695.522,Negative,-3,-9,9.167,9.459,12087,0.079,0.04,18,5,,347,3,NZ_180830_s24.d,Find by Molecular Feature
1535,6266.7697,6270.243,9.635,13504408,100,695.3004,TRUE,Cpd 1535: 9.635,0.003,695.5228,Negative,-3,-13,9.334,9.9,137913,0.148,1.78,88,8,,369,11,NZ_180830_s24.d,Find by Molecular Feature
1610,6256.807,6259.7543,10.027,973447,80.5,694.1933,TRUE,Cpd 1610: 10.027,0.0105,694.416,Negative,-3,-11,9.825,10.3,16505,0.122,0.13,64,9,,387,3,NZ_180830_s24.d,Find by Molecular Feature
1528,6251.8068,6254.0899,9.632,1145477,100,567.3386,TRUE,Cpd 1528: 9.632,0.0048,567.4297,Negative,-5,-11,9.392,9.9,30901,0.122,0.15,17,2,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1532,6250.8099,6253.8832,9.634,5202162,100,693.5272,TRUE,Cpd 1532: 9.634,0.0048,693.7485,Negative,-3,-13,9.317,9.95,86129,0.132,0.69,69,7,,369,11,NZ_180830_s24.d,Find by Molecular Feature
1546,6247.8307,6249.3636,9.639,74703,80,1248.5559,TRUE,Cpd 1546: 9.639,0.0201,1249.1546,Negative,-5,-6,9.442,9.775,3618,0.156,0.01,7,2,,370,8,NZ_180830_s24.d,Find by Molecular Feature
1545,6246.821,6252.1177,9.639,427458,80,891.3959,TRUE,Cpd 1545: 9.639,0.0039,892.2495,Negative,-3,-7,9.45,9.825,10513,0.129,0.06,17,2,,370,8,NZ_180830_s24.d,Find by Molecular Feature
1540,6245.8119,6250.064,9.636,3251440,80,623.5755,TRUE,Cpd 1540: 9.636,0.0333,624.2732,Negative,-8,-10,9.425,9.875,69810,0.118,0.43,24,3,,369,11,NZ_180830_s24.d,Find by Molecular Feature
1521,6244.7985,6248.9171,9.63,279422,80,566.7017,TRUE,Cpd 1521: 9.630,,567.2492,Negative,-11,-11,9.409,9.833,12697,0.139,0.04,7,1,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1415,6229.8255,6231.7517,9.373,95024,80.6,1556.4495,TRUE,Cpd 1415: 9.373,0.0036,1556.9495,Negative,-3,-4,9.242,9.425,3341,0.077,0.01,11,2,,347,3,NZ_180830_s24.d,Find by Molecular Feature
1525,6228.829,6231.9649,9.631,76824144,100,621.8761,TRUE,Cpd 1525: 9.631,0.0058,622.0746,Negative,-3,-15,9.334,9.908,930270,0.106,10.14,143,12,S,368,35,NZ_180830_s24.d,Find by Molecular Feature
1416,6228.8124,6231.6917,9.373,1131392,82.2,691.0829,TRUE,Cpd 1416: 9.373,0.0008,691.3056,Negative,-9,-10,9.242,9.417,34921,0.072,0.15,15,2,,347,3,NZ_180830_s24.d,Find by Molecular Feature
1522,6227.731,6231.9864,9.63,370256,80,478.049,TRUE,Cpd 1522: 9.630,,478.2868,Negative,-13,-13,9.509,9.767,15526,0.091,0.05,13,1,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1539,6218.7998,6221.7074,9.635,75708,96.1,689.9705,TRUE,Cpd 1539: 9.635,,690.4187,Negative,-9,-9,9.484,9.767,1693,0.126,0.01,7,1,,369,11,NZ_180830_s24.d,Find by Molecular Feature
1495,6161.813,6163.9441,9.624,108183,82,683.6386,TRUE,Cpd 1495: 9.624,,683.7498,Negative,-9,-9,9.475,9.792,3498,0.126,0.01,6,1,,367,3,NZ_180830_s24.d,Find by Molecular Feature
1499,6131.7066,6136.7381,9.626,468586,93.1,765.4536,TRUE,Cpd 1499: 9.626,0.0373,765.7063,Negative,-8,-11,9.425,9.767,6755,0.118,0.06,36,3,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1501,6130.9374,6135.3683,9.627,504868,80,680.208,TRUE,Cpd 1501: 9.627,,680.5166,Negative,-9,-9,9.517,9.742,18424,0.096,0.07,11,1,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1513,6116.7692,6120.1289,9.629,328215,99.4,610.6696,TRUE,Cpd 1513: 9.629,,610.8705,Negative,-10,-10,9.475,9.775,11895,0.097,0.04,11,1,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1515,6115.7508,6119.9021,9.629,945137,80,678.5206,TRUE,Cpd 1515: 9.629,0.0296,678.968,Negative,-9,-12,9.4,9.767,39510,0.082,0.12,30,3,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1529,6114.7277,6119.6467,9.632,234642,80,763.3337,TRUE,Cpd 1529: 9.632,,763.84,Negative,-8,-8,9.525,9.742,9763,0.083,0.03,11,1,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1518,6093.7672,6096.8076,9.63,2136309,100,608.3695,TRUE,Cpd 1518: 9.630,0.0064,608.5695,Negative,-8,-13,9.475,9.775,44169,0.089,0.28,52,5,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1601,6092.6703,6094.3035,9.885,22343,99.6,2029.8828,TRUE,Cpd 1601: 9.885,,2030.2183,Negative,-3,-3,9.817,9.958,1161,0.083,0,5,1,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1509,6091.4969,6096.6729,9.628,3194216,89.6,675.8257,TRUE,Cpd 1509: 9.628,,676.3007,Negative,-9,-9,9.517,9.783,149674,0.078,0.42,13,1,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1598,6079.6199,6082.9155,9.882,280845,100,758.9453,TRUE,Cpd 1598: 9.882,0.0151,759.198,Negative,-7,-10,9.692,10.1,6834,0.098,0.04,25,3,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1759,6071.8802,6073.7121,11.732,35105,80,2022.9525,TRUE,Cpd 1759: 11.732,0.0024,2023.6192,Negative,-3,-4,11.657,11.815,1546,0.082,0,8,2,,421,1,NZ_180830_s24.d,Find by Molecular Feature
1602,6070.6969,6072.7504,9.886,43477,99.9,2022.5584,TRUE,Cpd 1602: 9.886,,2022.8924,Negative,-3,-3,9.808,9.983,1965,0.092,0.01,7,1,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1757,6067.8735,6068.8674,11.718,9674,90.9,1212.5674,TRUE,Cpd 1757: 11.718,,1212.5674,Negative,-5,-5,11.657,11.765,887,0.064,0,3,1,,420,2,NZ_180830_s24.d,Find by Molecular Feature
1756,6065.8717,6069.0993,11.712,730622,98.4,672.9779,TRUE,Cpd 1756: 11.712,0.0292,673.1993,Negative,-6,-10,11.432,11.89,14054,0.106,0.1,40,5,,419,2,NZ_180830_s24.d,Find by Molecular Feature
1587,6063.6631,6064.3193,9.878,102748,80,672.7324,TRUE,Cpd 1587: 9.878,0.0215,672.7324,Negative,-3,-10,9.692,10.05,2934,0.103,0.01,18,4,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1600,6062.6862,6066.4765,9.884,114984,80,756.8291,TRUE,Cpd 1600: 9.884,0.0194,757.3266,Negative,-7,-8,9.792,10.066,4151,0.088,0.02,18,2,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1752,6050.8967,6052.6995,11.705,51515,80,1007.4772,TRUE,Cpd 1752: 11.705,0.0137,1007.9777,Negative,-5,-7,11.59,11.79,1501,0.077,0.01,14,3,,418,4,NZ_180830_s24.d,Find by Molecular Feature
1755,6049.8814,6052.5752,11.712,274017,97.2,671.2002,TRUE,Cpd 1755: 11.712,0.0322,671.4236,Negative,-3,-9,11.599,11.832,5207,0.094,0.04,28,5,,419,2,NZ_180830_s24.d,Find by Molecular Feature
1599,6048.7134,6050.5868,9.883,84841,100,2015.2305,TRUE,Cpd 1599: 9.883,,2015.5638,Negative,-3,-3,9.767,9.983,3514,0.101,0.01,6,1,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1753,6047.9372,6052.2917,11.706,95425,80,603.7864,TRUE,Cpd 1753: 11.706,,604.1821,Negative,-10,-10,11.557,11.798,2890,0.094,0.01,10,1,,418,4,NZ_180830_s24.d,Find by Molecular Feature
1657,6043.8961,6046.5294,10.569,59786,80,670.5376,TRUE,Cpd 1657: 10.569,0.0149,670.7598,Negative,-9,-10,10.358,10.674,1535,0.093,0.01,13,2,,399,1,NZ_180830_s24.d,Find by Molecular Feature
1594,6041.689,6044.8531,9.881,2398684,100,670.2913,TRUE,Cpd 1594: 9.881,0.0054,670.514,Negative,-3,-11,9.683,10.083,46147,0.096,0.32,82,9,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1751,6028.9048,6031.2567,11.701,103390,89.4,547.0747,TRUE,Cpd 1751: 11.701,0.019,547.1676,Negative,-11,-12,11.557,11.773,3969,0.084,0.01,14,2,,418,4,NZ_180830_s24.d,Find by Molecular Feature
1754,6027.915,6030.9615,11.707,3055438,100,668.7611,TRUE,Cpd 1754: 11.707,0.0062,668.9834,Negative,-3,-10,11.557,11.873,54770,0.096,0.4,72,8,,418,4,NZ_180830_s24.d,Find by Molecular Feature
1597,6027.7089,6029.3592,9.882,63197,80,601.7636,TRUE,Cpd 1597: 9.882,,601.8648,Negative,-10,-10,9.733,10.008,3774,0.105,0.01,6,1,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1563,6026.7015,6027.7466,9.7,58144,93.9,668.6257,TRUE,Cpd 1563: 9.700,0.0228,668.7374,Negative,-8,-9,9.575,9.783,4000,0.11,0.01,5,2,,375,5,NZ_180830_s24.d,Find by Molecular Feature
1596,6025.7259,6028.5038,9.882,461773,100,2007.5695,TRUE,Cpd 1596: 9.882,0.014,2008.2372,Negative,-3,-8,9.742,9.992,5968,0.094,0.06,44,6,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1592,6024.7527,6028.5988,9.881,445805,80,668.4097,TRUE,Cpd 1592: 9.881,,668.7401,Negative,-9,-9,9.742,10.017,16467,0.101,0.06,11,1,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1590,6003.7434,6006.6381,9.88,5157282,100,666.0752,TRUE,Cpd 1590: 9.880,0.0056,666.2977,Negative,-3,-12,9.675,10.042,123951,0.096,0.68,83,10,,383,16,NZ_180830_s24.d,Find by Molecular Feature
1466,5998.6923,6001.5184,9.469,83448,80,665.5135,TRUE,Cpd 1466: 9.469,0.0129,665.7331,Negative,-8,-9,9.325,9.592,2537,0.104,0.01,13,2,,356,7,NZ_180830_s24.d,Find by Molecular Feature
1557,5987.7256,5989.0858,9.682,35533,95.5,747.4585,TRUE,Cpd 1557: 9.682,0.003,747.4585,Negative,-6,-8,9.584,9.775,1780,0.099,0,8,2,,373,7,NZ_180830_s24.d,Find by Molecular Feature
1526,5983.7287,5985.4167,9.631,56901,91.2,746.9588,TRUE,Cpd 1526: 9.631,,747.0853,Negative,-8,-8,9.559,9.742,4008,0.08,0.01,5,1,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1536,5980.6312,5984.6178,9.635,234804,80,663.5073,TRUE,Cpd 1536: 9.635,,664.0738,Negative,-9,-9,9.484,9.775,11648,0.099,0.03,7,1,,369,11,NZ_180830_s24.d,Find by Molecular Feature
1468,5967.7539,5969.4197,9.472,23170,80,1988.244,TRUE,Cpd 1468: 9.472,,1988.5817,Negative,-3,-3,9.409,9.542,1373,0.076,0,5,1,,356,7,NZ_180830_s24.d,Find by Molecular Feature
1465,5960.7361,5963.7897,9.469,632519,100,595.0671,TRUE,Cpd 1465: 9.469,0.0155,595.2668,Negative,-4,-10,9.3,9.708,13999,0.103,0.08,47,6,,356,7,NZ_180830_s24.d,Find by Molecular Feature
1467,5959.9132,5963.9561,9.469,292791,80,661.2053,TRUE,Cpd 1467: 9.469,,661.5194,Negative,-9,-9,9.309,9.7,9824,0.109,0.04,13,1,,356,7,NZ_180830_s24.d,Find by Molecular Feature
1507,5958.7215,5961.5801,9.628,361098,92.4,661.073,TRUE,Cpd 1507: 9.628,0.0156,661.2948,Negative,-8,-12,9.459,9.808,18507,0.076,0.05,28,4,,368,35,NZ_180830_s24.d,Find by Molecular Feature
1469,5945.7643,5947.969,9.474,32550,93.2,742.2133,TRUE,Cpd 1469: 9.474,,742.3407,Negative,-8,-8,9.375,9.575,1566,0.091,0,6,1,,356,7,NZ_180830_s24.d,Find by Molecular Feature
